Instructor,Course,Term,Enroll,EvalsMade,RcmndClass,RcmndInstr,StudyHrs/wk,AvgGradeExpected,AvgGradeReceived
"Borgo,DavidGarcia","CAT1-Culture,Art&TechnologyI(B)",FA12,178,156,82.1%,92.7%,4.53,B+(3.44),B+(3.43)
"Lampland,Martha","CAT1-Culture,Art&TechnologyI(C)",FA12,141,80,37.7%,49.3%,3.53,B(3.18),B(3.04)
"Losh,Elizabeth","CAT1-Culture,Art&TechnologyI(D)",FA12,203,108,77.4%,89.2%,6.08,B(3.25),B(3.13)
"Algaze,Guillermo","CAT1-Culture,Art&TechnologyI(E)",FA12,259,141,59.0%,68.0%,5.84,B(3.28),B(3.15)
"Losh,Elizabeth",CAT124-SixthCollegePracticum(D),FA12,10,6,100.0%,100.0%,2.83,A(4.00),N/A
"Graham,KathrynLorraine",CAT125-PublicRhetoric&PractCommun(A),FA12,176,91,78.8%,81.2%,3.16,A-(3.75),B+(3.40)
"Sartor,Alexandra",CAT125-PublicRhetoric&PractCommun(B),FA12,86,54,67.3%,92.3%,5.66,B+(3.33),B+(3.38)
"Bigham,DavidJoseph",CAT125-PublicRhetoric&PractCommun(A),S112,160,43,81.4%,95.3%,5.31,B+(3.44),B+(3.31)
"Trigilio,Michael",CAT124-SixthCollegePracticum(E),SP12,10,9,100.0%,100.0%,4.28,A(4.00),N/A
"Hineline,MarkLawrence",CAT125-PublicRhetoric&PractCommun(A),SP12,191,70,91.4%,97.1%,3.90,B+(3.70),B+(3.46)
"Forbes,DianeA",CAT125-PublicRhetoric&PractCommun(B),SP12,175,76,45.3%,66.7%,2.74,B+(3.54),B+(3.57)
"Macagno,EduardoR.",CAT192-SeniorSeminarinCAT(A),SP12,14,6,100.0%,100.0%,2.17,A(4.00),N/A
"Anderson,PatrickW.","CAT3-Culture,Art&TechnologyIII(A)",SP12,139,65,75.4%,93.8%,4.47,B+(3.48),B(3.24)
"Forbes,Camille","CAT3-Culture,Art&TechnologyIII(B)",SP12,148,78,64.1%,65.4%,3.78,B+(3.46),B+(3.31)
"Peach,Cheryl","CAT3-Culture,Art&TechnologyIII(C)",SP12,113,47,87.2%,91.5%,4.59,B(3.29),B(3.20)
"Yang,K.Wayne","CAT3-Culture,Art&TechnologyIII(D)",SP12,192,82,91.5%,96.3%,4.48,B+(3.49),B+(3.62)
"Hernandez,Rafael",CAT124-SixthCollegePracticum(A),WI12,13,6,83.3%,83.3%,2.83,A-(3.83),N/A
"Losh,Elizabeth",CAT124-SixthCollegePracticum(C),WI12,8,7,100.0%,100.0%,4.21,A-(3.86),N/A
"Losh,Elizabeth",CAT125-PublicRhetoric&PractCommun(A),WI12,239,131,79.8%,92.2%,4.17,B+(3.64),B+(3.49)
"Slavet,ElizaFarro",CAT125-PublicRhetoric&PractCommun(B),WI12,148,81,61.7%,82.5%,3.74,B+(3.57),B+(3.40)
"Cruz,EdwinTeddy","CAT2-Culture,Art&TechnologyII(A)",WI12,111,41,53.7%,63.4%,4.65,B+(3.31),B-(2.99)
"Kwak,Nancy","CAT2-Culture,Art&TechnologyII(B)",WI12,137,68,79.4%,92.5%,5.81,B(3.26),B(3.07)
"Hineline,MarkLawrence","CAT2-Culture,Art&TechnologyII(C)",WI12,120,65,69.2%,90.8%,5.27,B(3.26),B(3.11)
"Doppelt,GeraldD.","CAT2-Culture,Art&TechnologyII(D)",WI12,120,82,85.4%,87.8%,7.13,B(3.28),B(3.09)
"Pedersen,David","CAT2-Culture,Art&TechnologyII(E)",WI12,89,37,62.2%,81.1%,4.39,B(3.16),B-(2.98)
"Lampland,Martha","CAT1-Culture,Art&TechnologyI(A)",FA11,76,47,63.8%,59.6%,5.10,B+(3.30),B(3.20)
"Losh,Elizabeth","CAT1-Culture,Art&TechnologyI(B)",FA11,149,84,56.0%,69.0%,8.21,B(3.05),B(3.21)
"Gates,Kelly","CAT1-Culture,Art&TechnologyI(C)",FA11,119,73,75.0%,84.7%,5.54,B+(3.31),B(3.17)
"Roxworthy,Emily","CAT1-Culture,Art&TechnologyI(D)",FA11,120,83,93.8%,93.8%,5.73,B(3.26),B(3.04)
"Algaze,Guillermo","CAT1-Culture,Art&TechnologyI(E)",FA11,119,65,78.5%,78.5%,5.64,B+(3.31),B(3.20)
"Hernandez,RafaelS",CAT124-SixthCollegePracticum(B),FA11,13,5,60.0%,80.0%,2.90,B+(3.60),N/A
"McGraw,Darrin",CAT125-PublicRhetoric&PractCommun(A),FA11,262,108,35.8%,65.4%,4.70,B(3.28),B(3.13)
"Hineline,MarkLawrence",CAT125-SixthPracticumWriting(A),S211,42,22,95.2%,100.0%,7.05,B+(3.41),B+(3.41)
"Hineline,MarkLawrence",CAT124-SixthCollegePracticum(A),S111,33,9,88.9%,100.0%,7.61,B+(3.63),A-(3.78)
"Hineline,MarkLawrence",CAT125-SixthPracticumWriting(A),S111,119,40,82.1%,94.9%,4.65,B+(3.51),B(3.25)
"Cole,MichaelScott",CAT124-SixthCollegePracticum(A),SP11,17,6,75.0%,100.0%,5.50,N/A,N/A
"Hernandez,Rafael",CAT124-SixthCollegePracticum(B),SP11,15,8,87.5%,100.0%,5.00,B+(3.63),N/A
"Ramsey,Claire",CAT124-SixthCollegePracticum(E),SP11,9,5,100.0%,100.0%,3.70,A-(3.75),N/A
"Hineline,MarkLawrence",CAT125-SixthPracticumWriting(A),SP11,178,72,57.7%,71.8%,3.86,B+(3.48),B+(3.37)
"Hineline,MarkLawrence",CAT125-SixthPracticumWriting(B),SP11,194,89,71.9%,85.4%,4.07,B+(3.40),B+(3.37)
"Forbes,DianeA",CAT125-SixthPracticumWriting(C),SP11,77,35,65.7%,82.9%,4.10,B(3.26),B(3.12)
"Cole,MichaelScott",CAT125-SixthPracticumWriting(D),SP11,6,4,100.0%,100.0%,8.50,A-(3.75),N/A
"Tanaka,StefanA.","CAT3-Culture,Art&TechnologyIII(A)",SP11,83,27,37.0%,59.3%,5.09,B-(2.92),B-(2.87)
"Pickowicz,PaulG.","CAT3-Culture,Art&TechnologyIII(B)",SP11,144,66,75.8%,86.4%,7.12,B+(3.36),B+(3.48)
"Peach,Cheryl","CAT3-Culture,Art&TechnologyIII(C)",SP11,91,55,65.5%,90.9%,4.10,B(3.24),B(3.07)
"Yang,K.Wayne","CAT3-Culture,Art&TechnologyIII(D)",SP11,146,71,88.6%,98.6%,4.81,B+(3.60),B+(3.63)
"Guy,Nancy","CAT3-Culture,Art&TechnologyIII(E)",SP11,177,85,32.5%,33.7%,4.33,B(3.13),B(3.23)
"Cole,MichaelScott",CAT124-SixthCollegePracticum(A),WI11,16,9,100.0%,100.0%,5.61,N/A,N/A
"Hernandez,Rafael",CAT124-SixthCollegePracticum(C),WI11,11,4,100.0%,100.0%,5.50,A-(3.75),N/A
"Babendure,JeremyR.",CAT124-SixthCollegePracticum(D),WI11,12,3,100.0%,100.0%,7.83,B+(3.67),N/A
"Losh,Elizabeth",CAT125-SixthPracticumWriting(A),WI11,217,103,42.7%,55.3%,6.07,B+(3.37),B(3.21)
"Cole,MichaelScott",CAT125-SixthPracticumWriting(B),WI11,8,4,75.0%,75.0%,11.17,A(4.00),N/A
"Hineline,MarkLawrence","CAT2-Culture,Art&TechnologyII(A)",WI11,82,49,59.2%,81.3%,5.64,B(3.15),B-(2.93)
"Gates,Kelly","CAT2-Culture,Art&TechnologyII(B)",WI11,150,82,56.1%,86.6%,4.74,B(3.19),B(3.01)
"Roxworthy,Emily","CAT2-Culture,Art&TechnologyII(C)",WI11,159,92,79.1%,94.4%,5.13,B(3.22),B(3.09)
"Thorpe,CharlesRobert","CAT2-Culture,Art&TechnologyII(D)",WI11,93,59,89.8%,98.3%,5.91,B(3.17),B-(2.91)
"Doppelt,GeraldD.","CAT2-Culture,Art&TechnologyII(E)",WI11,145,103,91.2%,97.0%,7.40,B(3.14),B(3.05)
"Lampland,Martha","CAT1-Culture,Art&TechnologyI(A)",FA10,141,100,38.4%,37.8%,4.40,B(3.10),B-(2.97)
"McGraw,Darrin","CAT1-Culture,Art&TechnologyI(B)",FA10,150,83,52.4%,79.3%,5.55,B(3.18),B-(2.94)
"Gere,CatherinaM.","CAT1-Culture,Art&TechnologyI(C)",FA10,194,127,72.6%,95.1%,4.89,B(3.20),B(3.07)
"Algaze,Guillermo","CAT1-Culture,Art&TechnologyI(D)",FA10,177,121,63.6%,70.3%,6.05,B(3.21),B(3.05)
"Cole,MichaelScott",CAT124-SixthCollegePracticum(D),FA10,19,5,100.0%,100.0%,5.00,A(4.00),B(3.27)
"GORDON,VIRGINIALYNN",CAT124-SixthCollegePracticum(D),FA10,19,7,100.0%,100.0%,8.50,A(4.00),B(3.27)
"Dubnov,Shlomo",CAT124-SixthCollegePracticum(E),FA10,14,13,69.2%,76.9%,7.12,A(4.00),N/A
"Hineline,MarkLawrence",CAT125-SixthPracticumWriting(C),FA10,152,69,75.4%,91.3%,3.35,B+(3.58),B+(3.34)
"Hineline,MarkLawrence",CAT125-SixthPracticumWriting(A),SU10,115,32,71.9%,96.7%,4.63,B+(3.56),N/A
"Hernandez,Rafael",CAT124-SixthCollegePracticum(F),SP10,18,7,57.1%,100.0%,4.79,A-(3.71),N/A
"Dubnov,Shlomo",CAT124-SixthCollegePracticum(G),SP10,15,8,87.5%,75.0%,4.50,A(4.00),N/A
"Hineline,MarkLawrence",CAT125-SixthPracticumWriting(A),SP10,369,138,70.1%,86.9%,3.65,B+(3.53),B+(3.46)
"Cole,MichaelScott",CAT125-SixthPracticumWriting(B),SP10,7,3,100.0%,100.0%,5.17,B+(3.67),N/A
"Jaffe,JulesS.","CAT3-Culture,Art&TechnologyIII(A)",SP10,179,97,45.4%,73.2%,3.62,B(3.16),B(3.05)
"Carlisle,StevenG","CAT3-Culture,Art&TechnologyIII(B)",SP10,235,108,52.8%,63.2%,6.14,B(3.10),B-(2.96)
"Tanaka,StefanA.","CAT3-Culture,Art&TechnologyIII(C)",SP10,167,76,44.0%,54.1%,4.63,B(3.14),B-(2.91)
"Cole,MichaelScott",CAT124-SixthCollegePracticum(A),WI10,12,6,100.0%,100.0%,4.83,N/A,N/A
"Babendure,JeremyR.",CAT124-SixthCollegePracticum(B),WI10,13,6,66.7%,83.3%,6.17,A-(3.80),A-(3.80)
"Lonidier,FredS.",CAT124-SixthCollegePracticum(C),WI10,18,4,66.7%,33.3%,3.17,B+(3.50),N/A
"Rodriguez,LeshaM",CAT124-SixthCollegePracticum(C),WI10,18,8,62.5%,87.5%,3.75,B+(3.50),N/A
"Hernandez,RafaelS",CAT124-SixthCollegePracticum(D),WI10,20,7,66.7%,83.3%,5.17,A(4.00),A-(3.95)
"Dubnov,Shlomo",CAT124-SixthCollegePracticum(E),WI10,9,6,66.7%,66.7%,2.17,A(4.00),N/A
"Babendure,JeremyR.",CAT124-SixthCollegePracticum(I),WI10,15,5,60.0%,60.0%,4.50,A(4.00),A-(3.80)
"Hineline,MarkLawrence",CAT125-SixthPracticumWriting(A),WI10,183,84,70.2%,81.0%,3.24,B+(3.61),B+(3.45)
"Cole,MichaelScott",CAT125-SixthPracticumWriting(B),WI10,8,3,100.0%,66.7%,7.17,A(4.00),N/A
"Trigilio,Michael","CAT2-Culture,Art&TechnologyII(A)",WI10,191,103,76.5%,92.2%,4.38,B(3.24),B(3.07)
"Golan,Tal","CAT2-Culture,Art&TechnologyII(B)",WI10,206,116,58.8%,72.8%,5.59,B(3.11),B-(2.97)
"Doppelt,GeraldD.","CAT2-Culture,Art&TechnologyII(C)",WI10,190,137,86.1%,98.5%,6.06,B(3.16),B-(2.92)
"Carlisle,StevenG","CAT1-Culture,Art&TechnologyI(A)",FA09,194,126,73.0%,96.0%,4.26,B(3.14),B-(2.73)
"Algaze,Guillermo","CAT1-Culture,Art&TechnologyI(B)",FA09,190,109,64.8%,66.4%,4.41,B+(3.36),B(3.08)
"Carlisle,StevenG","CAT1-Culture,Art&TechnologyI(C)",FA09,200,124,65.0%,95.9%,4.73,B(3.14),B-(2.73)
"Hernandez,Rafael",CAT124-SixthCollegePracticum(B),FA09,6,4,100.0%,100.0%,1.50,A(4.00),N/A
"Cole,MichaelScott",CAT124-SixthCollegePracticum(C),FA09,22,20,80.0%,95.0%,5.30,A(4.00),C(2.00)
"Lonidier,FredS.",CAT124-SixthCollegePracticum(E),FA09,18,16,62.5%,46.7%,4.25,B+(3.69),N/A
"Rodriguez,LeshaM",CAT124-SixthCollegePracticum(E),FA09,18,16,62.5%,46.7%,4.25,B+(3.69),N/A
"Babendure,JeremyR.",CAT124-SixthCollegePracticum(F),FA09,20,9,75.0%,100.0%,5.61,A-(3.86),B+(3.57)
"Dubnov,Shlomo",CAT124-SixthCollegePracticum(H),FA09,12,8,87.5%,87.5%,2.75,A-(3.86),N/A
"Hineline,MarkLawrence",CAT125-SixthPracticumWriting(A),FA09,144,90,72.2%,80.0%,3.20,B+(3.57),B(3.20)
"Hineline,MarkLawrence",CAT124-SixthCollegePracticum(A),SU09,16,6,100.0%,100.0%,8.17,A(4.00),N/A
"Hineline,MarkLawrence",CAT125-SixthPracticumWriting(A),SU09,69,33,48.5%,81.8%,3.65,B+(3.42),N/A
"Leitch,DavidG","CAT3-Culture,Art&TechnologyIII(A)",SU09,10,6,83.3%,100.0%,5.17,B(3.17),N/A
"Cole,Michael",CAT124-SixthCollegePracticum(A),SP09,6,11,90.9%,100.0%,3.70,B+(3.44),N/A
"Rana,BrindaKanti",CAT124-SixthCollegePracticum(B),SP09,9,5,100.0%,100.0%,3.70,B+(3.67),N/A
"Patrick,IanThomas",CAT124-SixthCollegePracticum(C),SP09,15,15,93.3%,86.7%,7.30,B+(3.54),N/A
"KACZMARCZYK,ELIZABETHC.",CAT124-SixthCollegePracticum(E),SP09,13,12,100.0%,81.8%,3.83,B+(3.67),N/A
"Anderson,GaryW",CAT124-SixthCollegePracticum(F),SP09,15,13,100.0%,92.3%,3.42,A-(3.89),N/A
"Hineline,MarkLawrence",CAT125-SixthPracticumWriting(A),SP09,164,48,33.3%,66.7%,3.42,B+(3.35),B(3.17)
"Leitch,DavidG",CAT125-SixthPracticumWriting(B),SP09,134,56,58.9%,92.9%,3.36,B+(3.40),B(3.03)
"Cole,Michael",CAT125-SixthPracticumWriting(C),SP09,12,7,100.0%,100.0%,3.93,N/A,N/A
"Carlisle,StevenG","CAT2-Culture,Art&TechnologyII(A)",SP09,34,23,86.4%,100.0%,4.76,B(3.14),B-(2.94)
"Knight,TaraLandreth","CAT3-Culture,Art&TechnologyIII(B)",SP09,178,95,81.1%,87.4%,4.02,B(3.01),B(3.16)
"Gere,CatherinaM.","CAT3-Culture,Art&TechnologyIII(D)",SP09,209,80,70.9%,98.7%,4.23,B(3.07),B-(2.89)
"Knight,TaraLandreth",CAT124-SixthCollegePracticum(B),WI09,13,12,91.7%,100.0%,11.83,A-(3.70),N/A
"Cole,Michael",CAT124-SixthCollegePracticum(C),WI09,23,22,95.5%,100.0%,4.50,A(4.00),N/A
"McGraw,Darrin",CAT124-SixthCollegePracticum(I),WI09,12,9,100.0%,100.0%,11.17,B+(3.50),N/A
"Hineline,MarkLawrence",CAT124-SixthCollegePracticum(J),WI09,10,7,100.0%,100.0%,1.93,A-(3.83),N/A
"Montoya,IvonnePatricia",CAT124-SixthCollegePracticum(N),WI09,14,12,100.0%,100.0%,3.59,A-(3.70),N/A
"Golan,Tal","CAT2-Culture,Art&TechnologyII(B)",WI09,136,83,48.8%,62.0%,4.45,B(3.15),C+(2.69)
"Doppelt,GeraldD.","CAT2-Culture,Art&TechnologyII(C)",WI09,191,144,75.5%,93.0%,5.37,B(3.02),B-(2.79)
"Tanaka,StefanA.","CAT2-Culture,Art&TechnologyII(D)",WI09,77,37,54.1%,78.4%,4.39,B(3.14),B-(2.97)
"John,PeterConway","CAT1-Culture,Art&TechnologyI(A)",FA08,179,124,66.1%,90.1%,5.30,B(3.07),B-(2.96)
"Muniz,AdolfoA","CAT1-Culture,Art&TechnologyI(B)",FA08,133,108,57.0%,74.8%,4.13,B(3.24),B-(2.94)
"Strauss,LindaMarlene","CAT1-Culture,Art&TechnologyI(C)",FA08,124,83,60.2%,64.2%,5.70,B-(2.84),C+(2.67)
"Carlisle,StevenG","CAT1-Culture,Art&TechnologyI(D)",FA08,184,103,67.7%,97.0%,5.54,B-(2.91),C+(2.62)
"KACZMARCZYK,ELIZABETHC.",CAT124-SixthCollegePracticum(A),FA08,13,13,92.3%,100.0%,4.04,A-(3.75),N/A
"Knight,TaraLandreth",CAT124-SixthCollegePracticum(B),FA08,12,12,91.7%,100.0%,11.50,B+(3.43),N/A
"Anderson,GaryW",CAT124-SixthCollegePracticum(E),FA08,10,10,88.9%,77.8%,3.30,A-(3.86),N/A
"Williams,EboneeP.",CAT124-SixthCollegePracticum(F),FA08,9,7,100.0%,100.0%,13.36,A(4.00),N/A
"Rana,BrindaKanti",CAT124-SixthCollegePracticum(G),FA08,8,7,100.0%,100.0%,6.50,A(4.00),N/A
"Leitch,DavidG",CAT125-SixthPracticumWriting(A),FA08,132,67,42.9%,92.2%,3.15,B+(3.40),B(3.10)
"Leitch,DavidG","CAT3-Culture,Art&TechnologyIII(A)",FA08,40,28,92.6%,100.0%,5.21,B(3.23),B(3.14)
"Knight,TaraLandreth",CAT124-SixthCollegePracticum(A),SP08,17,15,100.0%,93.3%,7.97,A-(3.73),N/A
"Anderson,GaryW",CAT124-SixthCollegePracticum(D),SP08,15,15,93.3%,100.0%,4.10,B+(3.63),N/A
"Leitch,DavidG",CAT125-SixthPracticumWriting(A),SP08,257,69,41.8%,89.6%,3.72,B+(3.34),B(3.02)
"Westman,RobertS","CAT2-Culture,Art&TechnologyII(A)",SP08,40,24,58.3%,58.3%,6.58,B(3.04),C(2.25)
"John,PeterConway","CAT3-Culture,Art&TechnologyIII(A)",SP08,169,111,47.7%,90.0%,5.30,B(3.22),B(3.02)
"ngim,roger","CAT3-Culture,Art&TechnologyIII(B)",SP08,179,124,38.5%,64.8%,3.44,B(3.06),B-(2.91)
"Strauss,LindaMarlene","CAT3-Culture,Art&TechnologyIII(C)",SP08,88,57,45.5%,59.6%,5.03,B-(2.94),B-(2.91)
"ngim,roger","CAT3-Culture,Art&TechnologyIII(D)",SP08,177,92,76.9%,91.2%,3.93,B(3.15),B-(2.91)
"Williams,EboneeP.",CAT124-SixthCollegePracticum(B),WI08,26,26,38.5%,42.3%,4.81,B+(3.53),B(3.09)
"Hock,LouisJ.",CAT124-SixthCollegePracticum(G),WI08,22,11,100.0%,100.0%,4.32,A(4.00),B+(3.65)
"Strauss,LindaMarlene",CAT125-SixthPracticumWriting(A),WI08,164,123,30.8%,42.0%,3.39,B(3.25),B-(2.99)
"John,PeterConway","CAT2-Culture,Art&TechnologyII(A)",WI08,179,115,63.7%,88.4%,4.67,B(3.03),B-(2.82)
"Golan,Tal","CAT2-Culture,Art&TechnologyII(B)",WI08,177,97,51.0%,78.1%,5.65,B(3.17),B-(2.91)
"Doppelt,GeraldD.","CAT2-Culture,Art&TechnologyII(C)",WI08,175,76,90.8%,100.0%,5.97,B(3.14),B-(2.77)
"Tanaka,StefanA.","CAT2-Culture,Art&TechnologyII(D)",WI08,113,58,45.6%,59.6%,3.75,B(3.04),B-(2.79)
"John,PeterConway","CAT1-Culture,Art&TechnologyI(A)",FA07,158,113,42.7%,69.1%,5.89,B-(2.95),B-(2.98)
"Muniz,AdolfoA","CAT1-Culture,Art&TechnologyI(B)",FA07,179,108,35.5%,67.0%,6.09,B(3.02),B-(2.74)
"Strauss,LindaMarlene","CAT1-Culture,Art&TechnologyI(C)",FA07,125,98,46.9%,80.6%,7.05,B(3.08),B-(2.91)
"Carlisle,StevenG","CAT1-Culture,Art&TechnologyI(D)",FA07,209,154,48.3%,92.7%,5.72,B-(2.87),B-(2.79)
"Anderson,GaryW",CAT124-SixthCollegePracticum(E),FA07,16,15,71.4%,71.4%,2.50,A-(3.82),N/A
"Jordan,DavidK.",CAT87-FreshmanSeminar(A),FA07,3,3,100.0%,100.0%,1.83,B(3.00),N/A
"John,PeterConway",CAT125-SixthPracticumWriting(A),SU07,57,30,21.4%,50.0%,3.23,B(3.25),N/A
"McGraw,Darrin",CAT125-SixthPracticumWriting(A),SU07,57,30,21.4%,50.0%,3.23,B(3.25),N/A
