Instructor,Course,Term,Enroll,EvalsMade,RcmndClass,RcmndInstr,StudyHrs/wk,AvgGradeExpected,AvgGradeReceived
"Wagner,TimothyRyan",MGT3-QuantMethodsinBusiness(A),FA18,45,18,76.5%,100.0%,5.50,B+(3.42),B(3.12)
"Levkoff,StevenB.",MGT4-FinancialAccounting(A),FA18,10,5,60.0%,75.0%,5.30,C+(2.60),N/A
"Pecore,JosephP.",MGT45-PrinciplesofAccounting(A),FA18,102,101,94.1%,98.0%,6.38,B+(3.45),B(3.11)
"Pecore,JosephP.",MGT45-PrinciplesofAccounting(B),FA18,127,123,97.6%,99.2%,5.65,B+(3.48),B(3.11)
"Houskeeper,Robert",MGT5-ManagerialAccounting(A),FA18,104,84,88.9%,87.5%,4.45,B+(3.40),B-(2.84)
"Houskeeper,Robert",MGT5-ManagerialAccounting(B),FA18,160,115,91.3%,92.2%,4.41,B+(3.46),B-(2.84)
"Connell,JoanieB.",MGT52-Test&MeasurementatWork(A),FA18,16,13,76.9%,92.3%,2.96,B+(3.62),N/A
"Campbell,RobertHarold",MGT103-ProductMarketing&Management(A),S218,75,74,98.6%,98.6%,5.40,B+(3.68),A-(3.77)
"Fuller,RobertL.",MGT112-GlobalBusinessStrategy(A),S218,70,67,91.0%,91.0%,7.63,B+(3.57),A-(3.72)
"Baltes,GuidoH",MGT119-TopicsinBusiness(A),S218,20,17,100.0%,100.0%,3.09,A-(3.94),B+(3.34)
"Maki,Kanetaka",MGT121A-InnovationtoMarketA(A),S218,64,56,92.7%,96.3%,4.94,B+(3.67),B(3.27)
"Anderson,JohnCharles",MGT131B-IntermediateAccountingB(A),S218,43,29,96.6%,89.7%,7.47,B+(3.59),B(3.24)
"Lindenberger,WadeDouglas",MGT136-AdvancedAccounting(A),S218,16,16,100.0%,93.8%,5.63,B+(3.50),N/A
"McKay,MichaelJ",MGT18-ManagingDiverseTeams(A),S218,65,59,91.5%,94.9%,5.33,B+(3.43),B(3.04)
"Dunn,LouisJean",MGT181-EnterpriseFinance(A),S218,58,55,90.9%,90.9%,5.30,B+(3.46),B+(3.50)
"Anderson,JohnCharles",MGT4-FinancialAccounting(A),S218,52,42,92.7%,84.6%,6.79,B+(3.61),B(3.21)
"Lindenberger,WadeDouglas",MGT45-PrinciplesofAccounting(A),S218,59,59,98.3%,100.0%,5.48,B+(3.53),B+(3.31)
"Eberhard,CraigA",MGT103-ProductMarketing&Management(A),S118,53,47,100.0%,100.0%,4.46,B+(3.60),B(3.13)
"Houskeeper,Robert",MGT131A-IntermediateAccountingA(A),S118,47,16,93.8%,86.7%,6.38,B+(3.56),C+(2.68)
"Anderson,JohnCharles",MGT132-Auditing(A),S118,27,23,95.7%,100.0%,7.11,B(3.26),B(3.18)
"Anderson,JohnCharles",MGT147-Not-for-profit&GovtAcct(A),S118,10,7,100.0%,100.0%,5.07,B+(3.40),N/A
"McKay,MichaelJ",MGT16-PersonalEthicsatWork(A),S118,42,36,85.7%,85.3%,4.44,B+(3.41),B(3.14)
"McKay,MaryA",MGT164-BusinessandOrgLeadership(A),S118,50,44,88.6%,84.1%,8.00,B(3.18),B-(2.80)
"Hedges,Kathleen",MGT172-BusinessProjectManagement(A),S118,74,64,96.9%,100.0%,5.59,B+(3.55),B+(3.44)
"McKay,MaryA",MGT18-ManagingDiverseTeams(A),S118,53,47,89.4%,85.1%,5.59,B+(3.37),B-(2.93)
"Lu,Runjing",MGT4-FinancialAccounting(A),S118,10,9,88.9%,88.9%,4.72,B+(3.50),N/A
"Houskeeper,Robert",MGT5-ManagerialAccounting(A),S118,44,15,78.6%,57.1%,5.79,B+(3.31),B(3.17)
"Eberhard,CraigA",MGT103-ProductMarketing&Management(A),SP18,41,41,87.8%,95.1%,3.72,B(3.16),B(3.08)
"Eberhard,CraigA",MGT103-ProductMarketing&Management(B),SP18,74,64,96.8%,93.7%,3.78,B+(3.52),B(3.08)
"Ehrich,KristineR",MGT103-ProductMarketing&Management(C),SP18,45,45,97.8%,97.8%,3.74,B(3.27),B-(2.92)
"Ehrich,KristineR",MGT103-ProductMarketing&Management(D),SP18,33,35,94.3%,94.3%,4.79,B+(3.33),B-(2.92)
"Ehrich,KristineR",MGT103-ProductMarketing&Management(E),SP18,51,51,88.2%,90.2%,3.79,B(3.16),B-(2.92)
"Campbell,RobertHarold",MGT103-ProductMarketing&Management(F),SP18,89,86,97.7%,94.2%,3.62,A-(3.82),A-(3.71)
"Bates,KennethWalter",MGT103-ProductMarketing&Management(G),SP18,63,60,91.7%,93.3%,5.23,B(3.30),B(3.21)
"Bates,KennethWalter",MGT103-ProductMarketing&Management(H),SP18,42,40,92.3%,97.5%,4.50,B(3.14),B(3.21)
"Eberhard,CraigA",MGT106-SalesandSalesManagement(A),SP18,77,59,88.1%,96.6%,2.77,B(3.25),B(3.09)
"Fuller,RobertL.",MGT112-GlobalBusinessStrategy(A),SP18,79,76,84.2%,82.9%,4.71,A-(3.76),A-(3.75)
"Fuller,RobertL.",MGT112-GlobalBusinessStrategy(B),SP18,76,72,77.5%,78.9%,4.75,B+(3.68),A-(3.75)
"Somasundaram,Tyagarajan",MGT112-GlobalBusinessStrategy(C),SP18,65,72,84.7%,88.9%,4.86,B(3.22),B+(3.31)
"Somasundaram,Tyagarajan",MGT112-GlobalBusinessStrategy(D),SP18,29,28,89.3%,89.3%,5.36,B(3.21),B+(3.31)
"Zimmermann,Carsten",MGT112-GlobalBusinessStrategy(E),SP18,73,66,92.4%,93.9%,4.14,B+(3.62),B+(3.58)
"Davis,KathleenAnn",MGT119-TopicsinBusiness(A),SP18,21,8,100.0%,100.0%,2.79,A(4.00),A-(3.79)
"Pecore,JosephP.",MGT12-PersonalFinancialManagement(A),SP18,133,110,98.2%,99.1%,2.61,B+(3.55),B+(3.33)
"Pecore,JosephP.",MGT12-PersonalFinancialManagement(B),SP18,160,138,94.9%,93.5%,2.56,B+(3.50),B+(3.33)
"Klaas,JeffreyDavid",MGT121A-InnovationtoMarketA(A),SP18,72,65,95.4%,93.8%,4.41,B+(3.68),B+(3.51)
"Rutherford,Lamar",MGT121B-InnovationtoMarketB(A),SP18,59,59,79.7%,84.7%,4.03,B+(3.49),B+(3.53)
"Krishnan,Viswanathan",MGT128R-InnovationinSrvcEnterprises(A),SP18,54,51,90.2%,94.1%,3.79,B+(3.64),B+(3.50)
"Sullivan,RobertS.",MGT129-TopicsinEntrepreneurship(A),SP18,25,22,95.5%,90.9%,3.23,B+(3.41),N/A
"Greenspan,BernardJ",MGT129-TopicsinEntrepreneurship(B),SP18,14,12,100.0%,100.0%,4.00,B+(3.64),N/A
"Houskeeper,Robert",MGT131A-IntermediateAccountingA(A),SP18,95,40,87.2%,89.7%,5.58,B+(3.62),B-(2.75)
"Houskeeper,Robert",MGT131B-IntermediateAccountingB(A),SP18,91,81,93.8%,95.0%,5.01,B+(3.70),B+(3.58)
"Blakley,Bruce",MGT132-Auditing(A),SP18,73,71,71.8%,81.7%,5.20,B(3.19),B(3.27)
"Houskeeper,Robert",MGT134-FederalTaxation-Individuals(A),SP18,62,28,92.9%,100.0%,4.20,B+(3.67),B+(3.55)
"Anderson,JohnCharles",MGT135-FederalTaxation-Companies(A),SP18,19,19,100.0%,100.0%,4.71,B+(3.37),N/A
"Lindenberger,WadeDouglas",MGT136-AdvancedAccounting(A),SP18,126,120,92.5%,95.8%,4.87,B+(3.43),B+(3.40)
"Lindenberger,WadeDouglas",MGT137-FinancialStatementAnalysis(A),SP18,65,67,97.0%,98.5%,5.12,A-(3.80),A-(3.76)
"Weil,Roman",MGT149-TopicsinAccounting(A),SP18,9,3,100.0%,100.0%,3.83,A(4.00),N/A
"Perols,JohanLars",MGT153-BusinessAnalytics(A),SP18,71,59,96.6%,100.0%,6.22,B+(3.49),B+(3.33)
"Campbell,RobertHarold",MGT16-PersonalEthicsatWork(A),SP18,111,106,99.1%,99.1%,3.31,A-(3.71),B+(3.39)
"Campbell,RobertHarold",MGT16-PersonalEthicsatWork(B),SP18,115,111,98.2%,98.2%,3.51,A-(3.80),B+(3.39)
"Lindenberger,WadeDouglas",MGT16-PersonalEthicsatWork(C),SP18,81,77,97.4%,100.0%,2.76,A-(3.81),B+(3.69)
"McKay,MaryA",MGT164-BusinessandOrgLeadership(A),SP18,59,62,78.7%,85.2%,5.68,B(3.22),C+(2.62)
"Smith,PamelaKaren",MGT164-BusinessandOrgLeadership(B),SP18,77,46,93.3%,95.6%,4.68,B+(3.46),B+(3.56)
"Katzenstein,GaryJay",MGT164-BusinessandOrgLeadership(C),SP18,72,62,91.9%,98.4%,4.76,B+(3.31),B-(2.94)
"Moran,CathleenL.",MGT166-CorpSocialResponsibility(A),SP18,71,67,86.6%,88.1%,5.31,B(3.27),B(3.14)
"Moran,CathleenL.",MGT166-CorpSocialResponsibility(B),SP18,72,63,76.2%,76.2%,6.31,B(3.19),B(3.14)
"Moran,CathleenL.",MGT166-CorpSocialResponsibility(C),SP18,72,66,87.9%,89.4%,5.33,B(3.23),B(3.14)
"DosSantos,JoseRicardo",MGT167-SocialEntrepreneurship(A),SP18,68,32,81.3%,77.4%,2.81,A-(3.77),B+(3.64)
"Hedges,Kathleen",MGT172-BusinessProjectManagement(A),SP18,88,100,92.9%,96.0%,3.69,B+(3.57),B+(3.38)
"Royal,Rebecca",MGT172-BusinessProjectManagement(A),SP18,88,84,92.7%,92.7%,3.55,B+(3.58),B(3.25)
"Hedges,Kathleen",MGT172-BusinessProjectManagement(B),SP18,76,75,97.3%,98.7%,4.26,B+(3.65),B+(3.38)
"Zimmermann,Carsten",MGT172-BusinessProjectManagement(C),SP18,67,53,84.9%,92.5%,3.52,B+(3.54),B+(3.41)
"Fuller,RobertL.",MGT173-ProjectMgt-HealthServices(A),SP18,85,81,88.8%,87.5%,2.95,A-(3.90),A-(3.84)
"Gopal,ChristopherS.",MGT174-SupplyChain&OperationsMgt(A),SP18,71,50,81.3%,89.4%,3.79,B+(3.33),B+(3.45)
"McKay,MichaelJ",MGT18-ManagingDiverseTeams(A),SP18,47,39,87.2%,94.9%,4.81,B+(3.34),B-(2.96)
"McKay,MichaelJ",MGT18-ManagingDiverseTeams(B),SP18,74,68,92.6%,95.5%,4.29,B(3.17),B-(2.96)
"McKay,MichaelJ",MGT18-ManagingDiverseTeams(C),SP18,75,68,91.0%,95.5%,3.35,B+(3.35),B-(2.96)
"McKay,MaryA",MGT18-ManagingDiverseTeams(D),SP18,23,28,82.1%,89.3%,4.36,B(3.18),B-(2.86)
"McKay,MaryA",MGT18-ManagingDiverseTeams(E),SP18,65,57,87.7%,89.5%,4.04,B(3.13),B-(2.86)
"Bliss,BarbaraAnn",MGT181-EnterpriseFinance(A),SP18,33,28,100.0%,100.0%,4.94,B+(3.35),B(3.09)
"Buchanan,HaroldG",MGT181-EnterpriseFinance(B),SP18,98,92,90.2%,95.7%,4.89,B+(3.38),B(3.01)
"Buchanan,HaroldG",MGT181-EnterpriseFinance(C),SP18,99,93,88.2%,87.1%,5.52,B(3.30),B(3.01)
"Willoughby,MichaelGene",MGT183-FinancialInvestments(A),SP18,58,39,81.6%,81.6%,3.61,A-(3.71),B+(3.41)
"Dunn,LouisJean",MGT185-InvestmentBanking(A),SP18,76,36,69.4%,83.3%,9.28,B+(3.38),B(3.09)
"Dunn,LouisJean",MGT187-NewVentureFinance(A),SP18,124,69,83.6%,80.3%,4.34,B+(3.58),B(3.19)
"Callen,MichaelJ",MGT3-QuantMethodsinBusiness(A),SP18,48,21,65.0%,80.0%,5.03,B-(2.80),B(3.06)
"Levkoff,StevenB.",MGT4-FinancialAccounting(A),SP18,10,3,100.0%,100.0%,4.50,C+(2.50),N/A
"Pecore,JosephP.",MGT45-PrinciplesofAccounting(A),SP18,149,132,93.8%,96.1%,5.45,B+(3.45),B(3.02)
"Dechner,Gilad",MGT5-ManagerialAccounting(A),SP18,137,69,74.2%,62.1%,8.05,B(3.09),B-(2.76)
"Eberhard,CraigA",MGT103-ProductMarketing&Management(A),WI18,67,61,95.1%,93.4%,3.71,B(3.28),B(3.11)
"Eberhard,CraigA",MGT103-ProductMarketing&Management(B),WI18,74,71,93.0%,94.4%,3.43,B+(3.41),B(3.11)
"Eberhard,CraigA",MGT103-ProductMarketing&Management(C),WI18,75,71,94.4%,97.2%,3.85,B+(3.56),B(3.11)
"Ehrich,KristineR",MGT103-ProductMarketing&Management(D),WI18,64,60,96.7%,93.3%,4.23,B+(3.42),B(3.15)
"Ehrich,KristineR",MGT103-ProductMarketing&Management(E),WI18,51,51,92.2%,96.1%,4.11,B(3.27),B(3.15)
"Ehrich,KristineR",MGT103-ProductMarketing&Management(F),WI18,21,20,95.0%,100.0%,4.00,B+(3.30),B(3.15)
"Prosser,EliseK",MGT103-ProductMarketing&Management(G),WI18,74,71,95.8%,91.5%,3.85,B+(3.64),B+(3.56)
"Campbell,RobertHarold",MGT105-ProductPromotion&BrandMgt(A),WI18,120,116,95.7%,97.4%,3.65,A-(3.74),A-(3.74)
"Fuller,RobertL.",MGT112-GlobalBusinessStrategy(A),WI18,80,79,87.3%,86.1%,5.26,A-(3.73),A-(3.84)
"Fuller,RobertL.",MGT112-GlobalBusinessStrategy(B),WI18,81,79,73.4%,75.9%,5.36,A-(3.77),A-(3.84)
"Fuller,RobertL.",MGT112-GlobalBusinessStrategy(C),WI18,76,73,87.7%,86.3%,5.14,A-(3.81),A-(3.84)
"Somasundaram,Tyagarajan",MGT112-GlobalBusinessStrategy(D),WI18,73,71,87.3%,91.4%,5.07,B(3.19),B+(3.59)
"Somasundaram,Tyagarajan",MGT112-GlobalBusinessStrategy(E),WI18,24,21,85.7%,85.7%,4.12,B(3.10),B+(3.59)
"Kim,NancySunKyung",MGT117-BusinessLaw(A),WI18,40,41,97.6%,95.1%,4.05,B+(3.53),B+(3.45)
"Pecore,JosephP.",MGT12-PersonalFinancialManagement(A),WI18,152,144,94.4%,96.5%,2.74,B+(3.67),B+(3.31)
"Rutherford,Lamar",MGT121A-InnovationtoMarketA(A),WI18,48,58,72.4%,86.2%,4.12,B+(3.59),B+(3.43)
"Zhu,KevinXiaoguo",MGT127-InnovationandTechStrategy(A),WI18,52,45,82.2%,82.2%,3.79,A-(3.81),B+(3.67)
"Meyer,AlisonBloomfield",MGT129-TopicsinEntrepreneurship(A),WI18,13,13,92.3%,92.3%,4.50,A-(3.73),N/A
"Houskeeper,Robert",MGT131A-IntermediateAccountingA(A),WI18,117,55,79.6%,72.2%,4.73,B+(3.60),B(3.06)
"Houskeeper,Robert",MGT131B-IntermediateAccountingB(A),WI18,123,60,93.2%,93.2%,5.47,B+(3.63),B+(3.38)
"Anderson,JohnCharles",MGT135-FederalTaxation-Companies(A),WI18,130,121,95.9%,98.3%,4.53,B+(3.43),B(3.23)
"Lindenberger,WadeDouglas",MGT136-AdvancedAccounting(A),WI18,104,102,99.0%,99.0%,5.36,A-(3.82),B+(3.70)
"Doran,MarthaS",MGT146-EthicsinAccounting(A),WI18,39,22,90.9%,95.5%,4.50,B+(3.56),A-(3.80)
"Perols,JohanLars",MGT153-BusinessAnalytics(A),WI18,65,40,97.5%,97.4%,6.10,B+(3.66),B+(3.39)
"Campbell,RobertHarold",MGT16-PersonalEthicsatWork(A),WI18,114,111,97.3%,99.1%,3.25,B+(3.60),B+(3.60)
"Campbell,RobertHarold",MGT16-PersonalEthicsatWork(B),WI18,107,103,98.1%,100.0%,3.68,A-(3.74),B+(3.60)
"Lindenberger,WadeDouglas",MGT16-PersonalEthicsatWork(C),WI18,82,82,95.1%,97.5%,2.45,A-(3.80),A-(3.77)
"Baca,KatherineMarie",MGT162-Negotiation(A),WI18,53,50,100.0%,100.0%,2.46,A-(3.83),A-(3.71)
"McKay,MaryA",MGT164-BusinessandOrgLeadership(A),WI18,30,27,92.3%,88.5%,6.12,B(3.27),B-(2.76)
"McKay,MaryA",MGT164-BusinessandOrgLeadership(B),WI18,54,54,90.7%,87.0%,5.13,B(3.26),B-(2.76)
"Zimmermann,Carsten",MGT164-BusinessandOrgLeadership(C),WI18,74,67,88.1%,86.6%,5.17,B+(3.49),B+(3.49)
"Moran,CathleenL.",MGT166-CorpSocialResponsibility(A),WI18,64,71,84.5%,83.1%,4.81,B(3.29),B(3.23)
"Moran,CathleenL.",MGT166-CorpSocialResponsibility(B),WI18,64,66,92.4%,92.4%,5.73,B(3.26),B(3.23)
"Moran,CathleenL.",MGT166-CorpSocialResponsibility(C),WI18,71,70,75.7%,75.7%,4.68,B(3.23),B(3.23)
"Hedges,Kathleen",MGT172-BusinessProjectManagement(A),WI18,83,102,92.2%,97.1%,3.70,B+(3.70),B+(3.48)
"Royal,Rebecca",MGT172-BusinessProjectManagement(A),WI18,83,81,91.4%,91.4%,3.93,B+(3.68),B+(3.36)
"Hedges,Kathleen",MGT172-BusinessProjectManagement(B),WI18,75,73,95.9%,97.3%,3.27,B+(3.67),B+(3.48)
"Zimmermann,Carsten",MGT172-BusinessProjectManagement(C),WI18,65,58,87.9%,86.0%,3.71,B+(3.44),B(3.19)
"Gopal,ChristopherS.",MGT174-SupplyChain&OperationsMgt(A),WI18,52,41,92.7%,95.1%,3.96,B+(3.46),B+(3.36)
"McKay,MichaelJ",MGT18-ManagingDiverseTeams(A),WI18,75,64,87.5%,93.8%,3.69,B+(3.44),B-(2.92)
"McKay,MichaelJ",MGT18-ManagingDiverseTeams(B),WI18,74,67,89.6%,92.5%,4.02,B+(3.40),B-(2.92)
"McKay,MichaelJ",MGT18-ManagingDiverseTeams(C),WI18,68,60,86.7%,100.0%,3.96,B+(3.38),B-(2.92)
"McKay,MaryA",MGT18-ManagingDiverseTeams(D),WI18,71,64,89.1%,85.9%,3.38,B(3.28),B-(2.73)
"Bliss,BarbaraAnn",MGT181-EnterpriseFinance(A),WI18,26,27,88.9%,100.0%,5.61,B+(3.33),B(3.09)
"Buchanan,HaroldG",MGT181-EnterpriseFinance(B),WI18,139,138,94.2%,94.2%,5.14,B+(3.31),B(3.14)
"Buchanan,HaroldG",MGT181-EnterpriseFinance(C),WI18,113,110,93.6%,95.4%,5.31,B+(3.36),B(3.14)
"Dunn,LouisJean",MGT187-NewVentureFinance(A),WI18,91,47,89.1%,88.9%,4.27,B+(3.58),B-(2.91)
"Dunn,LouisJean",MGT187-NewVentureFinance(B),WI18,63,39,87.2%,84.6%,4.50,B+(3.46),B-(2.91)
"Levkoff,StevenB.",MGT4-FinancialAccounting(A),WI18,8,5,80.0%,100.0%,4.50,C+(2.40),N/A
"Pecore,JosephP.",MGT45-PrinciplesofAccounting(A),WI18,126,127,95.3%,98.4%,5.04,B+(3.54),B-(2.97)
"Pecore,JosephP.",MGT45-PrinciplesofAccounting(B),WI18,65,59,93.1%,100.0%,4.96,B+(3.42),B-(2.97)
"Houskeeper,Robert",MGT5-ManagerialAccounting(A),WI18,157,114,91.0%,93.6%,4.14,B+(3.43),B-(2.94)
"Lindenberger,WadeDouglas",MGT5-ManagerialAccounting(B),WI18,125,117,95.7%,97.4%,3.20,B+(3.48),B+(3.53)
"Eberhard,CraigA",MGT103-ProductMarketing&Management(A),FA17,60,64,96.9%,98.4%,3.91,B+(3.56),B(3.01)
"Eberhard,CraigA",MGT103-ProductMarketing&Management(B),FA17,76,72,98.6%,100.0%,3.39,B+(3.57),B(3.01)
"Eberhard,CraigA",MGT103-ProductMarketing&Management(C),FA17,78,73,97.2%,97.2%,3.06,B+(3.59),B(3.01)
"Ehrich,KristineR",MGT103-ProductMarketing&Management(D),FA17,71,69,97.1%,91.3%,4.18,B(3.18),B-(2.88)
"Ehrich,KristineR",MGT103-ProductMarketing&Management(E),FA17,62,71,93.0%,94.4%,4.99,B(3.18),B-(2.88)
"Ehrich,KristineR",MGT103-ProductMarketing&Management(F),FA17,36,35,94.3%,100.0%,5.59,B(3.21),B-(2.88)
"Prosser,EliseK",MGT103-ProductMarketing&Management(G),FA17,68,66,98.5%,98.5%,4.68,B+(3.58),B+(3.59)
"Bates,KennethWalter",MGT103-ProductMarketing&Management(H),FA17,36,35,91.4%,85.7%,4.67,B+(3.59),B(3.16)
"Bates,KennethWalter",MGT103-ProductMarketing&Management(I),FA17,57,51,98.0%,90.0%,4.14,B+(3.52),B(3.16)
"Campbell,RobertHarold",MGT105-ProductPromotion&BrandMgt(A),FA17,117,111,97.3%,99.1%,3.55,A-(3.83),B+(3.66)
"Fuller,RobertL.",MGT112-GlobalBusinessStrategy(A),FA17,106,103,75.7%,75.7%,5.76,B+(3.70),A-(3.74)
"Fuller,RobertL.",MGT112-GlobalBusinessStrategy(B),FA17,103,97,90.6%,87.4%,6.07,B+(3.62),A-(3.74)
"Kim,NancySunKyung",MGT117-BusinessLaw(A),FA17,27,23,82.6%,87.0%,4.33,B+(3.42),B+(3.49)
"Lindenberger,WadeDouglas",MGT12-PersonalFinancialManagement(A),FA17,96,88,98.9%,100.0%,2.45,A-(3.84),A-(3.70)
"Lindenberger,WadeDouglas",MGT12-PersonalFinancialManagement(B),FA17,112,119,99.2%,100.0%,2.58,A-(3.89),A-(3.70)
"Klaas,JeffreyDavid",MGT121A-InnovationtoMarketA(A),FA17,59,61,96.7%,98.4%,5.53,B+(3.67),A-(3.74)
"Houskeeper,Robert",MGT131A-IntermediateAccountingA(A),FA17,145,61,92.9%,89.3%,5.82,B+(3.53),B-(2.97)
"Blakley,Bruce",MGT132-Auditing(A),FA17,79,71,81.7%,84.5%,4.73,B(3.24),B(3.25)
"Blakley,Bruce",MGT132-Auditing(B),FA17,52,49,85.1%,80.9%,6.41,B+(3.47),B(3.25)
"Pecore,JosephP.",MGT133-AdvancedCostAccounting(A),FA17,50,48,87.5%,91.7%,5.04,B+(3.65),B+(3.48)
"Anderson,JohnCharles",MGT135-FederalTaxation-Companies(A),FA17,103,96,96.9%,98.9%,4.99,B+(3.51),B(3.28)
"Perols,JohanLars",MGT139-AccountingInformationSystems(A),FA17,27,18,77.8%,100.0%,5.61,A-(3.91),B+(3.52)
"Park,JaeHong",MGT153-BusinessAnalytics(A),FA17,32,21,100.0%,100.0%,5.74,A-(3.86),B+(3.36)
"Campbell,RobertHarold",MGT16-PersonalEthicsatWork(A),FA17,116,111,99.1%,97.3%,3.29,A-(3.73),B+(3.54)
"Campbell,RobertHarold",MGT16-PersonalEthicsatWork(B),FA17,113,110,99.1%,95.5%,2.94,A-(3.74),B+(3.54)
"Lindenberger,WadeDouglas",MGT16-PersonalEthicsatWork(C),FA17,74,69,97.1%,98.6%,3.63,A-(3.87),A-(3.89)
"Baca,KatherineMarie",MGT162-Negotiation(A),FA17,44,28,100.0%,96.3%,2.65,B+(3.65),A-(3.93)
"McKay,MaryA",MGT164-BusinessandOrgLeadership(A),FA17,38,45,91.1%,93.3%,5.57,B(3.26),B-(2.82)
"McKay,MaryA",MGT164-BusinessandOrgLeadership(B),FA17,65,57,86.0%,84.2%,5.73,B(3.20),B-(2.82)
"Moran,CathleenL.",MGT166-CorpSocialResponsibility(A),FA17,78,72,73.6%,71.8%,6.50,B(3.18),B(3.04)
"Moran,CathleenL.",MGT166-CorpSocialResponsibility(B),FA17,74,72,83.3%,80.6%,6.33,B(3.26),B(3.04)
"Moran,CathleenL.",MGT166-CorpSocialResponsibility(C),FA17,74,66,81.8%,80.3%,5.64,B(3.17),B(3.04)
"Jacob,JoDeeC",MGT167-SocialEntrepreneurship(A),FA17,74,65,98.4%,100.0%,3.64,B+(3.63),B+(3.46)
"Hedges,Kathleen",MGT172-BusinessProjectManagement(A),FA17,87,85,95.3%,97.6%,3.72,A-(3.72),B+(3.41)
"Royal,Rebecca",MGT172-BusinessProjectManagement(A),FA17,87,78,94.9%,94.9%,3.68,A-(3.73),B(3.20)
"Hedges,Kathleen",MGT172-BusinessProjectManagement(B),FA17,77,72,100.0%,100.0%,4.36,B+(3.69),B+(3.41)
"Fuller,RobertL.",MGT173-ProjectMgt-HealthServices(A),FA17,89,81,91.4%,93.8%,3.73,A-(3.88),A-(3.78)
"Gopal,ChristopherS.",MGT174-SupplyChain&OperationsMgt(A),FA17,35,35,88.2%,93.9%,4.91,B+(3.32),B+(3.37)
"McKay,MichaelJ",MGT18-ManagingDiverseTeams(A),FA17,70,68,88.1%,92.5%,4.14,B+(3.39),B(3.04)
"McKay,MichaelJ",MGT18-ManagingDiverseTeams(B),FA17,71,70,92.8%,98.6%,3.63,B+(3.63),B(3.04)
"McKay,MichaelJ",MGT18-ManagingDiverseTeams(C),FA17,73,72,91.5%,97.2%,3.22,B(3.21),B(3.04)
"McKay,MaryA",MGT18-ManagingDiverseTeams(D),FA17,76,71,81.7%,88.7%,4.22,B(3.29),B(3.05)
"Buchanan,HaroldG",MGT181-EnterpriseFinance(A),FA17,132,136,92.6%,92.6%,5.60,B+(3.43),B-(2.99)
"Buchanan,HaroldG",MGT181-EnterpriseFinance(B),FA17,115,115,92.1%,93.0%,5.50,B+(3.38),B-(2.99)
"Parashar,SatP",MGT184-MoneyandBanking(A),FA17,33,35,97.1%,91.2%,4.44,A-(3.76),B+(3.62)
"Dunn,LouisJean",MGT185-InvestmentBanking(A),FA17,100,92,85.9%,88.0%,8.37,B+(3.38),B(3.22)
"Dunn,LouisJean",MGT187-NewVentureFinance(A),FA17,134,142,88.0%,84.5%,4.44,B+(3.58),B+(3.61)
"Willoughby,MichaelGene",MGT3-QuantMethodsinBusiness(A),FA17,37,27,66.7%,60.9%,2.96,B(3.19),B+(3.37)
"Pecore,JosephP.",MGT45-PrinciplesofAccounting(A),FA17,125,115,96.5%,98.2%,5.75,B+(3.55),B(3.05)
"Pecore,JosephP.",MGT45-PrinciplesofAccounting(B),FA17,110,99,94.9%,96.9%,5.58,B+(3.45),B(3.05)
"Houskeeper,Robert",MGT5-ManagerialAccounting(A),FA17,85,72,93.0%,85.7%,4.16,B+(3.46),B-(2.89)
"Houskeeper,Robert",MGT5-ManagerialAccounting(B),FA17,159,101,81.8%,82.8%,4.42,B+(3.38),B-(2.89)
"Campbell,RobertHarold",MGT103-ProductMarketing&Management(A),S217,79,76,98.7%,98.7%,5.58,A-(3.80),A-(3.75)
"Fuller,RobertL.",MGT112-GlobalBusinessStrategy(A),S217,86,81,90.1%,87.7%,7.59,B+(3.46),N/A
"Maki,Kanetaka",MGT121A-InnovationtoMarketA(A),S217,56,48,97.9%,91.7%,6.21,B+(3.60),B+(3.41)
"Anderson,JohnCharles",MGT131B-IntermediateAccountingB(A),S217,54,44,97.7%,90.9%,6.68,B+(3.60),B(3.12)
"Lindenberger,WadeDouglas",MGT136-AdvancedAccounting(A),S217,21,20,95.0%,100.0%,6.00,A-(3.80),N/A
"McKay,MaryA",MGT164-BusinessandOrgLeadership(A),S217,51,46,89.1%,87.0%,8.33,B(3.00),C+(2.68)
"McKay,MichaelJ",MGT18-ManagingDiverseTeams(A),S217,65,53,92.5%,98.1%,4.58,B+(3.57),B(3.12)
"Anderson,JohnCharles",MGT4-FinancialAccounting(A),S217,58,42,92.9%,83.3%,7.20,B+(3.35),B(3.05)
"Lindenberger,WadeDouglas",MGT45-PrinciplesofAccounting(A),S217,44,43,97.7%,100.0%,8.13,B+(3.66),N/A
"Eberhard,CraigA",MGT103-ProductMarketing&Management(A),S117,70,67,98.5%,97.0%,5.10,B+(3.67),B(3.18)
"Houskeeper,Robert",MGT131A-IntermediateAccountingA(A),S117,40,16,93.8%,93.8%,7.88,B+(3.53),B(3.28)
"Anderson,JohnCharles",MGT132-Auditing(A),S117,52,43,100.0%,97.7%,7.02,B+(3.56),B(3.21)
"Anderson,JohnCharles",MGT147-Not-for-profit&GovtAcct(A),S117,15,12,91.7%,100.0%,6.83,B(3.20),N/A
"McKay,MichaelJ",MGT16-PersonalEthicsatWork(A),S117,36,31,93.5%,96.8%,5.60,B+(3.33),B-(2.81)
