Instructor,Course,Term,Enroll,EvalsMade,RcmndClass,RcmndInstr,StudyHrs/wk,AvgGradeExpected,AvgGradeReceived
"Hedges,Kathleen",MGT172-BusinessProjectManagement(A),S117,69,67,98.5%,100.0%,5.10,B+(3.56),B+(3.49)
"McKay,MaryA",MGT18-ManagingDiverseTeams(A),S117,61,52,94.2%,96.2%,5.31,B(3.07),B-(2.77)
"Dunn,LouisJean",MGT181-EnterpriseFinance(A),S117,76,71,94.4%,91.5%,5.77,B+(3.51),B(3.11)
"Willoughby,MichaelGene",MGT4-FinancialAccounting(A),S117,8,4,100.0%,100.0%,6.00,B(3.25),N/A
"Houskeeper,Robert",MGT5-ManagerialAccounting(A),S117,55,22,95.2%,95.2%,5.36,B+(3.50),B-(2.76)
"Bates,KennethWalter",MGT103-ProductMarketing&Management(A),SP17,57,52,98.1%,98.1%,4.15,B+(3.33),B-(2.96)
"Eberhard,CraigA",MGT103-ProductMarketing&Management(B),SP17,47,51,94.1%,96.1%,4.50,B(3.29),B(3.12)
"Eberhard,CraigA",MGT103-ProductMarketing&Management(C),SP17,75,68,100.0%,98.5%,3.65,B+(3.50),B(3.12)
"Eberhard,CraigA",MGT103-ProductMarketing&Management(D),SP17,67,68,97.1%,94.1%,4.23,B+(3.52),B(3.12)
"Campbell,RobertHarold",MGT103-ProductMarketing&Management(E),SP17,123,120,98.3%,100.0%,5.39,A-(3.85),A-(3.83)
"Bates,KennethWalter",MGT103-ProductMarketing&Management(F),SP17,25,23,95.5%,77.3%,6.32,B+(3.45),B-(2.96)
"Ehrich,KristineR",MGT103-ProductMarketing&Management(G),SP17,68,66,90.9%,89.4%,3.87,B(3.15),B(3.01)
"Ehrich,KristineR",MGT103-ProductMarketing&Management(H),SP17,48,48,95.8%,95.8%,3.93,B(3.16),B(3.01)
"Somasundaram,Tyagarajan",MGT112-GlobalBusinessStrategy(A),SP17,57,50,80.0%,80.0%,5.86,B(3.26),B+(3.40)
"Somasundaram,Tyagarajan",MGT112-GlobalBusinessStrategy(B),SP17,47,46,95.7%,91.3%,5.82,B+(3.42),B+(3.40)
"Fuller,RobertL.",MGT112-GlobalBusinessStrategy(C),SP17,79,77,87.0%,90.9%,5.08,B+(3.67),B+(3.62)
"Fuller,RobertL.",MGT112-GlobalBusinessStrategy(D),SP17,80,72,88.7%,93.0%,5.26,B+(3.66),B+(3.62)
"Kim,NancySunKyung",MGT117-BusinessLaw(A),SP17,40,37,83.8%,86.5%,5.53,B+(3.41),B+(3.47)
"Pecore,JosephP.",MGT12-PersonalFinancialManagement(A),SP17,186,174,96.0%,97.1%,3.15,B+(3.62),B(3.21)
"Rutherford,Lamar",MGT121A-InnovationtoMarketA(B),SP17,41,39,60.5%,47.4%,4.23,B(3.28),B-(2.91)
"Rutherford,Lamar",MGT121B-InnovationtoMarketB(A),SP17,60,57,86.0%,84.2%,3.93,B+(3.52),B-(2.94)
"Edwards,GregoryS",MGT129-TopicsinEntrepreneurship(A),SP17,31,28,92.9%,92.9%,2.87,A-(3.83),B+(3.30)
"Sullivan,RobertS.",MGT129-TopicsinEntrepreneurship(B),SP17,31,9,100.0%,88.9%,3.61,A(4.00),B+(3.30)
"Houskeeper,Robert",MGT131A-IntermediateAccountingA(A),SP17,114,95,96.8%,91.5%,4.70,B+(3.55),B-(2.71)
"Houskeeper,Robert",MGT131B-IntermediateAccountingB(A),SP17,122,110,93.6%,89.1%,5.15,B+(3.62),B+(3.49)
"Blakley,Bruce",MGT132-Auditing(A),SP17,45,44,90.9%,90.9%,5.55,B+(3.44),B+(3.37)
"Doran,MarthaS",MGT132-Auditing(B),SP17,37,36,77.8%,80.6%,6.50,B+(3.48),B(3.18)
"Anderson,JohnCharles",MGT135-FederalTaxation-Companies(A),SP17,20,19,100.0%,100.0%,4.50,B+(3.67),B-(2.97)
"Lindenberger,WadeDouglas",MGT136-AdvancedAccounting(A),SP17,132,128,98.4%,97.7%,5.69,A-(3.85),A-(3.87)
"Lindenberger,WadeDouglas",MGT137-FinancialStatementAnalysis(A),SP17,56,61,100.0%,100.0%,5.28,A-(3.88),A-(3.94)
"Dechner,Gilad",MGT143-ForensicAccounting(A),SP17,24,24,83.3%,70.8%,6.08,B+(3.43),B+(3.44)
"Kim,Seongmoon",MGT153-BusinessAnalytics(A),SP17,36,23,81.8%,81.8%,6.02,B+(3.50),B+(3.42)
"Campbell,RobertHarold",MGT16-PersonalEthicsatWork(A),SP17,117,118,94.0%,94.8%,4.01,B+(3.67),B+(3.55)
"Campbell,RobertHarold",MGT16-PersonalEthicsatWork(B),SP17,116,115,98.2%,99.1%,3.80,A-(3.73),B+(3.55)
"Gowda,ShilpiS",MGT16-PersonalEthicsatWork(C),SP17,44,45,97.8%,93.3%,4.41,B+(3.65),B+(3.30)
"McKay,MaryA",MGT164-BusinessandOrgLeadership(A),SP17,50,53,83.0%,77.4%,4.61,B(3.15),C+(2.70)
"Zimmermann,Carsten",MGT164-BusinessandOrgLeadership(B),SP17,78,70,88.6%,91.4%,5.20,B+(3.64),B+(3.49)
"Smith,PamelaKaren",MGT164-BusinessandOrgLeadership(C),SP17,77,56,92.7%,96.4%,5.03,B+(3.51),B+(3.64)
"Moran,CathleenL.",MGT166-CorpSocialResponsibility(A),SP17,70,64,92.2%,89.1%,5.42,B(3.29),B(3.07)
"Moran,CathleenL.",MGT166-CorpSocialResponsibility(B),SP17,70,68,89.7%,85.3%,5.52,B+(3.36),B(3.07)
"Jacob,JoDeeC",MGT167-SocialEntrepreneurship(A),SP17,78,68,100.0%,100.0%,3.58,B+(3.65),B+(3.58)
"Hedges,Kathleen",MGT172-BusinessProjectManagement(A),SP17,91,105,94.3%,93.3%,3.70,B+(3.56),B+(3.45)
"Royal,Rebecca",MGT172-BusinessProjectManagement(A),SP17,91,91,95.5%,95.5%,3.71,B+(3.62),B+(3.42)
"Hedges,Kathleen",MGT172-BusinessProjectManagement(B),SP17,76,74,91.9%,93.2%,4.36,B+(3.62),B+(3.45)
"Zimmermann,Carsten",MGT172-BusinessProjectManagement(C),SP17,63,59,93.1%,94.8%,4.39,B+(3.55),B+(3.41)
"Fuller,RobertL.",MGT173-ProjectMgt-HealthServices(A),SP17,106,90,92.2%,93.3%,3.26,A-(3.90),A-(3.89)
"McKay,MichaelJ",MGT18-ManagingDiverseTeams(A),SP17,67,61,82.0%,83.6%,3.90,B+(3.36),B-(2.92)
"McKay,MichaelJ",MGT18-ManagingDiverseTeams(B),SP17,70,67,88.1%,91.0%,3.50,B+(3.46),B-(2.92)
"McKay,MichaelJ",MGT18-ManagingDiverseTeams(C),SP17,77,72,90.3%,95.8%,3.75,B+(3.47),B-(2.92)
"McKay,MaryA",MGT18-ManagingDiverseTeams(D),SP17,69,66,81.5%,86.2%,4.22,B+(3.32),B-(2.80)
"McKay,MaryA",MGT18-ManagingDiverseTeams(E),SP17,65,60,88.3%,91.7%,4.63,B(3.18),B-(2.80)
"Buchanan,HaroldG",MGT181-EnterpriseFinance(A),SP17,134,127,90.6%,89.8%,5.52,B+(3.42),B(3.22)
"Buchanan,HaroldG",MGT181-EnterpriseFinance(B),SP17,105,120,90.8%,92.4%,5.06,B+(3.48),B(3.22)
"Willoughby,MichaelGene",MGT183-FinancialInvestments(A),SP17,63,34,93.8%,84.4%,5.03,B(3.24),B(3.11)
"Dunn,LouisJean",MGT185-InvestmentBanking(A),SP17,114,116,90.5%,90.5%,8.09,B+(3.70),B+(3.64)
"Dunn,LouisJean",MGT187-NewVentureFinance(A),SP17,117,119,91.6%,91.6%,4.34,B+(3.58),A-(3.71)
"Callen,MichaelJ",MGT3-QuantMethodsinBusiness(A),SP17,43,41,82.9%,80.5%,4.50,B(3.21),B(3.13)
"Willoughby,MichaelGene",MGT4-FinancialAccounting(A),SP17,8,3,100.0%,100.0%,2.50,B(3.00),N/A
"Pecore,JosephP.",MGT45-PrinciplesofAccounting(A),SP17,139,135,97.8%,98.5%,6.02,B+(3.57),B(3.05)
"Pecore,JosephP.",MGT45-PrinciplesofAccounting(B),SP17,114,115,93.0%,97.4%,5.50,B+(3.61),B(3.05)
"Houskeeper,Robert",MGT5-ManagerialAccounting(A),SP17,147,126,91.1%,89.5%,4.24,B+(3.57),B(3.15)
"Lindenberger,WadeDouglas",MGT5-ManagerialAccounting(B),SP17,65,65,92.3%,93.8%,4.28,B+(3.51),B+(3.48)
"Prosser,EliseK",MGT103-ProductMarketing&Management(A),WI17,48,62,90.3%,90.3%,4.63,B+(3.57),B+(3.34)
"Prosser,EliseK",MGT103-ProductMarketing&Management(B),WI17,74,70,92.8%,91.3%,4.62,B+(3.37),B+(3.34)
"Ehrich,KristineR",MGT103-ProductMarketing&Management(C),WI17,65,65,90.8%,87.7%,4.97,B(3.24),B(3.09)
"Ehrich,KristineR",MGT103-ProductMarketing&Management(D),WI17,68,66,87.9%,84.8%,5.24,B(3.06),B(3.09)
"Eberhard,CraigA",MGT103-ProductMarketing&Management(E),WI17,56,54,100.0%,98.1%,4.01,B+(3.50),B(3.20)
"Eberhard,CraigA",MGT103-ProductMarketing&Management(F),WI17,78,76,98.7%,100.0%,3.58,B+(3.67),B(3.20)
"Bates,KennethWalter",MGT103-ProductMarketing&Management(G),WI17,44,42,92.5%,80.0%,5.32,B(3.21),B(3.13)
"Bates,KennethWalter",MGT103-ProductMarketing&Management(H),WI17,54,50,94.0%,90.0%,4.42,B+(3.32),B(3.13)
"Campbell,RobertHarold",MGT105-ProductPromotion&BrandMgt(A),WI17,116,106,99.0%,99.0%,3.89,A-(3.84),A-(3.73)
"Eberhard,CraigA",MGT106-SalesandSalesManagement(A),WI17,62,58,93.0%,94.7%,3.76,B+(3.54),B(3.17)
"Fuller,RobertL.",MGT112-GlobalBusinessStrategy(A),WI17,76,73,86.3%,95.9%,5.77,A-(3.79),A-(3.75)
"Fuller,RobertL.",MGT112-GlobalBusinessStrategy(B),WI17,70,64,87.5%,92.2%,4.97,B+(3.63),A-(3.75)
"Fuller,RobertL.",MGT112-GlobalBusinessStrategy(C),WI17,82,78,88.5%,87.2%,5.45,B+(3.68),A-(3.75)
"Somasundaram,Tyagarajan",MGT112-GlobalBusinessStrategy(D),WI17,37,34,76.5%,76.5%,6.62,B(3.03),B+(3.34)
"Somasundaram,Tyagarajan",MGT112-GlobalBusinessStrategy(E),WI17,13,13,92.3%,92.3%,5.73,B+(3.62),B+(3.34)
"Kim,NancySunKyung",MGT117-BusinessLaw(A),WI17,44,24,83.3%,79.2%,4.86,B+(3.65),B+(3.53)
"Pecore,JosephP.",MGT12-PersonalFinancialManagement(A),WI17,115,121,96.7%,97.5%,3.38,A-(3.75),B(3.11)
"Pecore,JosephP.",MGT12-PersonalFinancialManagement(B),WI17,104,109,95.4%,95.4%,2.72,B+(3.70),B(3.11)
"Rutherford,Lamar",MGT121A-InnovationtoMarketA(A),WI17,52,49,87.8%,79.6%,4.92,B+(3.38),B-(2.99)
"Zhu,KevinXiaoguo",MGT127-InnovationandTechStrategy(A),WI17,16,16,93.3%,100.0%,4.50,A(4.00),N/A
"McKay,MichaelJ",MGT129-TopicsinEntrepreneurship(A),WI17,19,21,95.2%,95.2%,4.21,B+(3.58),N/A
"Edwards,GregoryS",MGT129-TopicsinEntrepreneurship(B),WI17,34,33,90.9%,81.8%,4.02,B+(3.69),B+(3.42)
"Houskeeper,Robert",MGT131A-IntermediateAccountingA(A),WI17,157,132,92.2%,87.6%,5.43,B+(3.50),C+(2.69)
"Houskeeper,Robert",MGT131B-IntermediateAccountingB(A),WI17,126,115,96.5%,96.5%,5.44,B+(3.63),B+(3.36)
"Anderson,JohnCharles",MGT135-FederalTaxation-Companies(A),WI17,129,102,94.1%,92.2%,5.64,B+(3.58),B(3.20)
"Lindenberger,WadeDouglas",MGT136-AdvancedAccounting(A),WI17,67,66,100.0%,100.0%,6.06,A-(3.77),A-(3.78)
"Doran,MarthaS",MGT146-EthicsinAccounting(A),WI17,37,33,63.6%,81.8%,8.08,B(3.06),B+(3.46)
"Campbell,RobertHarold",MGT16-PersonalEthicsatWork(A),WI17,116,110,99.1%,99.1%,4.18,A-(3.78),B+(3.49)
"Campbell,RobertHarold",MGT16-PersonalEthicsatWork(B),WI17,114,110,99.1%,100.0%,3.22,A-(3.76),B+(3.49)
"Moran,CathleenL.",MGT16-PersonalEthicsatWork(C),WI17,49,46,75.6%,73.3%,3.68,B+(3.38),B(3.02)
"Baca,KatherineMarie",MGT162-Negotiation(A),WI17,59,44,97.7%,100.0%,3.07,A-(3.91),A-(3.83)
"McKay,MaryA",MGT164-BusinessandOrgLeadership(A),WI17,54,53,81.1%,81.1%,6.31,B(3.17),B-(2.86)
"McKay,MaryA",MGT164-BusinessandOrgLeadership(B),WI17,69,63,87.3%,82.5%,6.37,B(3.14),B-(2.86)
"Zimmermann,Carsten",MGT164-BusinessandOrgLeadership(C),WI17,79,68,94.0%,94.0%,5.85,B+(3.66),B+(3.44)
"Moran,CathleenL.",MGT166-CorpSocialResponsibility(A),WI17,75,64,93.8%,92.2%,5.55,B(3.28),B(3.07)
"Moran,CathleenL.",MGT166-CorpSocialResponsibility(B),WI17,67,70,77.1%,71.4%,5.48,B(3.16),B(3.07)
"Jacob,JoDeeC",MGT167-SocialEntrepreneurship(A),WI17,67,59,94.9%,94.9%,3.95,A-(3.78),B+(3.62)
"Hedges,Kathleen",MGT172-BusinessProjectManagement(A),WI17,100,92,93.3%,98.9%,4.14,B+(3.49),B+(3.32)
"Royal,Rebecca",MGT172-BusinessProjectManagement(A),WI17,102,91,92.1%,94.4%,4.09,B+(3.51),B(3.20)
"Hedges,Kathleen",MGT172-BusinessProjectManagement(B),WI17,72,70,94.3%,97.1%,4.38,B+(3.46),B+(3.32)
"Zimmermann,Carsten",MGT172-BusinessProjectManagement(C),WI17,63,60,90.0%,91.7%,4.50,B+(3.63),B+(3.36)
"Gopal,ChristopherS.",MGT174-SupplyChain&OperationsMgt(A),WI17,46,29,93.1%,82.8%,5.65,B(3.21),B(3.27)
"McKay,MaryA",MGT18-ManagingDiverseTeams(A),WI17,69,63,87.1%,90.3%,3.98,B(3.07),B-(2.90)
"McKay,MichaelJ",MGT18-ManagingDiverseTeams(B),WI17,71,68,80.9%,91.2%,4.07,B+(3.36),B(3.05)
"McKay,MichaelJ",MGT18-ManagingDiverseTeams(C),WI17,76,72,94.4%,97.2%,4.89,B+(3.40),B(3.05)
"Dunn,LouisJean",MGT181-EnterpriseFinance(A),WI17,197,188,92.6%,89.4%,5.42,B+(3.54),B(3.05)
"Buchanan,HaroldG",MGT181-EnterpriseFinance(B),WI17,94,90,90.0%,93.3%,4.66,B+(3.39),B+(3.42)
"Dunn,LouisJean",MGT187-NewVentureFinance(A),WI17,147,140,89.3%,90.7%,3.92,B+(3.51),A-(3.82)
"Willoughby,MichaelGene",MGT3-QuantMethodsinBusiness(A),WI17,59,43,70.7%,73.2%,4.03,A-(3.72),B+(3.32)
"Willoughby,MichaelGene",MGT4-FinancialAccounting(A),WI17,9,4,100.0%,100.0%,6.50,B+(3.33),N/A
"Pecore,JosephP.",MGT45-PrinciplesofAccounting(A),WI17,180,173,95.3%,99.4%,5.94,B+(3.54),B(3.18)
"Houskeeper,Robert",MGT5-ManagerialAccounting(A),WI17,165,144,93.8%,93.1%,4.64,B+(3.44),B(3.21)
"Lindenberger,WadeDouglas",MGT5-ManagerialAccounting(B),WI17,109,107,95.3%,97.2%,4.71,B+(3.55),B+(3.57)
"Prosser,EliseK",MGT103-ProductMarketing&Management(A),FA16,73,70,92.9%,88.6%,4.56,B+(3.61),B(3.21)
"Prosser,EliseK",MGT103-ProductMarketing&Management(B),FA16,71,69,94.2%,87.0%,3.93,B+(3.42),B(3.21)
"Eberhard,CraigA",MGT103-ProductMarketing&Management(C),FA16,76,69,100.0%,98.6%,3.32,B+(3.67),B(3.28)
"Bates,KennethWalter",MGT103-ProductMarketing&Management(D),FA16,76,57,87.3%,83.6%,5.39,B(3.19),B(3.07)
"Ehrich,KristineR",MGT103-ProductMarketing&Management(E),FA16,75,67,98.5%,95.5%,5.24,B(3.29),B-(2.95)
"Ehrich,KristineR",MGT103-ProductMarketing&Management(F),FA16,68,63,93.7%,90.5%,5.02,B(3.18),B-(2.95)
"Campbell,RobertHarold",MGT105-ProductPromotion&BrandMgt(A),FA16,119,115,99.1%,100.0%,4.09,A-(3.86),A-(3.77)
"Eberhard,CraigA",MGT106-SalesandSalesManagement(A),FA16,73,71,91.5%,93.0%,3.65,B+(3.47),B(3.23)
"Major,Ivan",MGT112-GlobalBusinessStrategy(A),FA16,78,48,71.1%,42.2%,4.10,B+(3.42),B+(3.43)
"Lindenberger,WadeDouglas",MGT12-PersonalFinancialManagement(A),FA16,97,104,97.1%,98.1%,3.59,A-(3.87),A-(3.74)
"Fuller,RobertL.",MGT121A-InnovationtoMarketA(A),FA16,73,68,91.2%,89.7%,4.35,A-(3.85),A-(3.91)
"Foit,DelbertF.",MGT121A-InnovationtoMarketA(C),FA16,75,74,93.2%,94.6%,4.97,A-(3.79),A-(3.82)
"Sullivan,RobertS.",MGT129-TopicsinEntrepreneurship(A),FA16,51,21,88.9%,100.0%,2.97,A-(3.81),B+(3.65)
"Houskeeper,Robert",MGT131A-IntermediateAccountingA(A),FA16,138,106,93.3%,94.2%,5.58,B+(3.57),B(3.13)
"Blakley,Bruce",MGT132-Auditing(A),FA16,58,53,73.6%,75.5%,6.24,B(3.26),B(3.29)
"Doran,MarthaS",MGT132-Auditing(B),FA16,56,50,86.0%,94.0%,6.26,B+(3.44),B(3.05)
"Pecore,JosephP.",MGT133-AdvancedCostAccounting(A),FA16,72,70,91.4%,95.7%,6.24,B+(3.34),B+(3.40)
"Houskeeper,Robert",MGT134-FederalTaxation-Individuals(A),FA16,37,20,100.0%,100.0%,5.91,B+(3.69),A-(3.75)
"Anderson,JohnCharles",MGT135-FederalTaxation-Companies(A),FA16,88,74,89.0%,89.0%,5.44,B+(3.59),B(3.26)
"Perols,JohanLars",MGT139-AccountingInformationSystems(A),FA16,28,22,86.4%,86.4%,8.40,A-(3.70),B(3.04)
"Kim,Kihoon",MGT153-BusinessAnalytics(A),FA16,21,29,85.7%,64.3%,5.57,B+(3.48),B(3.04)
"Campbell,RobertHarold",MGT16-PersonalEthicsatWork(A),FA16,115,109,98.1%,98.1%,3.63,A-(3.72),B+(3.65)
"Campbell,RobertHarold",MGT16-PersonalEthicsatWork(B),FA16,111,104,98.1%,98.1%,3.44,A-(3.90),B+(3.65)
"Moran,CathleenL.",MGT16-PersonalEthicsatWork(C),FA16,73,63,85.2%,55.7%,3.81,B+(3.46),B(3.06)
"McKay,MaryA",MGT164-BusinessandOrgLeadership(A),FA16,51,67,85.1%,82.1%,6.86,B(3.02),B-(2.83)
"McKay,MaryA",MGT164-BusinessandOrgLeadership(B),FA16,74,70,90.0%,82.9%,5.53,B(3.21),B-(2.83)
"Moran,CathleenL.",MGT166-CorpSocialResponsibility(A),FA16,76,71,90.1%,84.5%,5.84,B+(3.31),B(3.19)
"Moran,CathleenL.",MGT166-CorpSocialResponsibility(B),FA16,51,69,92.8%,87.0%,5.50,B(3.21),B(3.19)
"Hedges,Kathleen",MGT172-BusinessProjectManagement(A),FA16,68,87,95.4%,95.4%,4.79,B+(3.60),B+(3.52)
"Royal,Rebecca",MGT172-BusinessProjectManagement(A),FA16,70,62,96.8%,93.5%,4.74,B+(3.64),B(3.17)
"Hedges,Kathleen",MGT172-BusinessProjectManagement(B),FA16,78,74,97.3%,97.3%,4.72,A-(3.71),B+(3.52)
"Zimmermann,Carsten",MGT172-BusinessProjectManagement(C),FA16,66,60,93.2%,94.9%,3.69,B+(3.50),B(3.15)
"Gopal,ChristopherS.",MGT174-SupplyChain&OperationsMgt(A),FA16,36,39,71.1%,68.4%,5.31,B(3.19),B(3.22)
"McKay,MaryA",MGT18-ManagingDiverseTeams(A),FA16,69,63,96.8%,95.2%,4.85,B+(3.34),B-(2.93)
"McKay,MichaelJ",MGT18-ManagingDiverseTeams(B),FA16,77,75,93.2%,100.0%,4.31,B+(3.56),B(3.06)
"McKay,MichaelJ",MGT18-ManagingDiverseTeams(C),FA16,75,69,92.8%,91.3%,3.86,B+(3.39),B(3.06)
"McKay,MichaelJ",MGT18-ManagingDiverseTeams(D),FA16,76,77,92.2%,93.5%,4.21,B+(3.69),B(3.06)
"Dunn,LouisJean",MGT181-EnterpriseFinance(A),FA16,164,160,93.1%,91.9%,5.46,B+(3.58),B(3.17)
"Dunn,LouisJean",MGT181-EnterpriseFinance(B),FA16,127,122,86.9%,88.5%,4.37,B+(3.55),B(3.17)
"Parashar,SatP",MGT184-MoneyandBanking(A),FA16,46,58,91.4%,89.7%,3.76,B+(3.61),B+(3.62)
"Willoughby,MichaelGene",MGT4-FinancialAccounting(A),FA16,10,8,62.5%,50.0%,7.00,C+(2.50),N/A
"Pecore,JosephP.",MGT45-PrinciplesofAccounting(A),FA16,132,128,98.4%,98.4%,5.95,B+(3.56),B(3.19)
"Pecore,JosephP.",MGT45-PrinciplesofAccounting(B),FA16,138,135,98.5%,99.3%,5.86,B+(3.46),B(3.19)
"Houskeeper,Robert",MGT5-ManagerialAccounting(A),FA16,161,148,89.0%,87.0%,4.44,B+(3.46),B(3.08)
"Lindenberger,WadeDouglas",MGT5-ManagerialAccounting(B),FA16,111,107,95.3%,95.3%,5.57,B+(3.50),B(3.15)
"Campbell,RobertHarold",MGT103-ProductMarketing&Management(A),S216,112,100,100.0%,100.0%,5.62,A-(3.72),B+(3.50)
"Fuller,RobertL.",MGT112-GlobalBusinessStrategy(A),S216,68,65,92.3%,98.5%,6.85,A-(3.78),A-(3.84)
"Maki,Kanetaka",MGT121A-InnovationtoMarketA(A),S216,55,53,92.3%,92.3%,6.59,A-(3.81),B+(3.53)
"Anderson,JohnCharles",MGT131B-IntermediateAccountingB(A),S216,60,40,97.5%,92.5%,7.70,B+(3.63),B(3.18)
"Lindenberger,WadeDouglas",MGT136-AdvancedAccounting(A),S216,25,25,96.0%,100.0%,7.46,B+(3.68),A-(3.81)
"McKay,MaryA",MGT18-ManagingDiverseTeams(A),S216,45,40,87.2%,89.7%,5.53,B-(2.95),B-(2.71)
"Anderson,JohnCharles",MGT4-FinancialAccounting(A),S216,53,43,90.7%,86.0%,6.69,B+(3.56),B+(3.32)
"Pecore,JosephP.",MGT45-PrinciplesofAccounting(A),S216,44,34,91.2%,97.1%,6.38,B+(3.47),B-(2.94)
"Houskeeper,Robert",MGT131A-IntermediateAccountingA(A),S116,33,7,100.0%,100.0%,7.36,B+(3.43),B-(2.86)
"Anderson,JohnCharles",MGT132-Auditing(A),S116,47,30,86.7%,93.3%,8.43,B+(3.52),B(3.16)
"Ravetch,David",MGT138-InfoTechnologyandAccounting(A),S116,17,7,100.0%,100.0%,5.64,A(4.00),N/A
"McKay,MichaelJ",MGT16-PersonalEthicsatWork(A),S116,39,34,97.1%,100.0%,5.91,B+(3.45),B(3.18)
"Hedges,Kathleen",MGT172-BusinessProjectManagement(A),S116,71,65,95.4%,98.5%,4.91,B+(3.65),B+(3.43)
"McKay,MaryA",MGT18-ManagingDiverseTeams(A),S116,53,48,89.6%,87.5%,6.46,B+(3.31),B-(2.91)
"Dunn,LouisJean",MGT181-EnterpriseFinance(A),S116,95,87,88.5%,94.3%,5.42,B+(3.54),B+(3.31)
"Houskeeper,Robert",MGT5-ManagerialAccounting(A),S116,48,14,100.0%,85.7%,5.27,B+(3.43),B(3.18)
"Prosser,EliseK",MGT103-ProductMarketing&Management(A),SP16,72,65,100.0%,98.5%,4.50,B+(3.68),B(3.18)
"Prosser,EliseK",MGT103-ProductMarketing&Management(B),SP16,72,68,91.0%,86.6%,4.44,B+(3.44),B(3.18)
"Prosser,EliseK",MGT103-ProductMarketing&Management(C),SP16,72,64,93.7%,88.9%,4.40,B+(3.64),B(3.18)
"Campbell,RobertHarold",MGT103-ProductMarketing&Management(D),SP16,99,96,99.0%,99.0%,3.76,A-(3.84),A-(3.71)
"Bates,KennethWalter",MGT103-ProductMarketing&Management(E),SP16,73,60,88.3%,80.0%,4.12,B+(3.38),B(3.19)
"Ehrich,KristineR",MGT103-ProductMarketing&Management(F),SP16,74,69,78.3%,75.4%,5.09,B-(2.97),B-(2.94)
"Ehrich,KristineR",MGT103-ProductMarketing&Management(G),SP16,74,72,85.9%,69.0%,4.05,B(3.15),B-(2.94)
"Fuller,RobertL.",MGT112-GlobalBusinessStrategy(A),SP16,80,76,85.5%,86.8%,4.72,B+(3.69),A-(3.76)
"Somasundaram,Tyagarajan",MGT112-GlobalBusinessStrategy(B),SP16,32,29,86.2%,89.7%,6.98,B(3.17),B(3.27)
"Somasundaram,Tyagarajan",MGT112-GlobalBusinessStrategy(C),SP16,27,25,92.0%,100.0%,6.50,B+(3.42),B(3.27)
"Fuller,RobertL.",MGT112-GlobalBusinessStrategy(D),SP16,75,70,85.7%,90.0%,4.96,B+(3.63),A-(3.76)
"Pecore,JosephP.",MGT12-PersonalFinancialManagement(A),SP16,154,143,96.5%,97.2%,2.91,B+(3.62),B(3.22)
"Rutherford,Lamar",MGT121A-InnovationtoMarketA(A),SP16,69,35,87.9%,87.9%,4.44,B+(3.42),B-(2.93)
"Rutherford,Lamar",MGT121B-InnovationtoMarketB(A),SP16,13,10,88.9%,100.0%,3.00,A-(3.89),N/A
"Krishnan,Viswanathan",MGT128-InnovationinSrvcEntrprises(A),SP16,18,16,100.0%,100.0%,4.63,A-(3.73),N/A
"Sullivan,RobertS.",MGT129-TopicsinEntrepreneurship(A),SP16,23,15,100.0%,100.0%,1.73,A-(3.93),B(3.10)
"Houskeeper,Robert",MGT131A-IntermediateAccountingA(A),SP16,129,107,97.2%,97.2%,5.30,B+(3.68),B(3.03)
"Houskeeper,Robert",MGT131B-IntermediateAccountingB(A),SP16,119,87,96.5%,97.6%,6.31,B+(3.57),B(3.22)
"Blakley,Bruce",MGT132-Auditing(A),SP16,46,45,90.9%,95.5%,6.45,A-(3.75),B+(3.64)
"Doran,MarthaS",MGT132-Auditing(B),SP16,27,25,80.0%,88.0%,7.17,B(3.24),B(3.07)
"Houskeeper,Robert",MGT134-FederalTaxation-Individuals(A),SP16,58,52,98.1%,100.0%,4.93,A-(3.76),A-(3.78)
"Anderson,JohnCharles",MGT135-FederalTaxation-Companies(A),SP16,15,13,100.0%,92.3%,4.19,B+(3.55),N/A
"Lindenberger,WadeDouglas",MGT136-AdvancedAccounting(A),SP16,132,127,95.3%,96.9%,5.43,B+(3.68),B+(3.60)
"Kim,Kihoon",MGT153-BusinessAnalytics(A),SP16,35,31,96.8%,83.9%,6.24,B(3.27),B(3.26)
"Campbell,RobertHarold",MGT16-PersonalEthicsatWork(A),SP16,113,107,100.0%,100.0%,3.47,B+(3.67),B+(3.51)
"Campbell,RobertHarold",MGT16-PersonalEthicsatWork(B),SP16,111,106,100.0%,100.0%,3.34,A-(3.75),B+(3.51)
"McKay,MaryA",MGT164-BusinessandOrgLeadership(A),SP16,50,63,85.7%,82.5%,6.56,B(3.24),B-(2.89)
"Zimmermann,Carsten",MGT164-BusinessandOrgLeadership(B),SP16,63,59,91.5%,91.5%,5.86,B+(3.44),B(3.26)
"Moran,CathleenL.",MGT166-CorpSocialResponsibility(A),SP16,77,74,83.8%,87.8%,5.18,B+(3.40),B(3.19)
"Moran,CathleenL.",MGT166-CorpSocialResponsibility(B),SP16,74,71,91.5%,93.0%,5.47,B+(3.42),B(3.19)
"Jacob,JoDeeC",MGT167-SocialEntrepreneurship(A),SP16,33,33,93.9%,97.0%,4.62,A-(3.74),B+(3.64)
"Hedges,Kathleen",MGT172-BusinessProjectManagement(A),SP16,79,47,95.7%,95.7%,4.07,A-(3.72),B+(3.41)
