Instructor,Course,Term,Enroll,EvalsMade,RcmndClass,RcmndInstr,StudyHrs/wk,AvgGradeExpected,AvgGradeReceived
"Alicio,Atilio",LIHL112W-FilipinoforFilipinoSpeakers(A),WI16,15,10,100.0%,100.0%,4.06,A-(3.75),N/A
"Hill,KimloanT.V.",LIHL114W-BeginningVietnameseforVietn(A),WI16,25,14,100.0%,92.9%,3.79,A-(3.82),B+(3.47)
"Hill,KimloanT.V.",LIHL114W-BeginningVietnameseforVietn(B),WI16,13,6,100.0%,100.0%,3.17,A-(3.83),B+(3.47)
"Moore,JohnC.",LIHL115W-KoreanforKoreanSpeakers(A),WI16,19,11,90.9%,90.9%,4.10,A-(3.89),N/A
"Sadegholvad,Elham",LIHL117W-PersianforPersianSpeakers(A),WI16,12,8,100.0%,100.0%,3.75,A(4.00),N/A
"Moore,JohnC.",LIHL119W-HindiforHindiSpeakers(A),WI16,21,12,100.0%,100.0%,3.70,B+(3.67),B+(3.65)
"Alicio,Atilio",LIHL132W-AdvFilipino/FilipinoSpkrs(A),WI16,13,6,100.0%,100.0%,2.50,B+(3.67),N/A
"Bakovic,EricJohn",LIGN101-Introduction/StudyofLanguage(A),FA15,79,67,95.5%,95.5%,4.95,B+(3.34),B(3.23)
"Seyfarth,ScottJames",LIGN110-Phonetics(A),FA15,68,57,96.5%,96.5%,4.46,B+(3.49),B+(3.57)
"Cohn,NeilThomas",LIGN118-TheLanguageofComics(A),FA15,33,23,95.5%,95.5%,5.41,B+(3.64),B(3.30)
"Lott,MargaretS.",LIGN144-DiscourseAnalysis:ASLPoetr(A),FA15,24,17,100.0%,100.0%,4.63,B+(3.44),B(3.29)
"Kehler,AndrewScott",LIGN160-Pragmatics(A),FA15,32,23,78.3%,95.7%,4.59,B(3.17),B-(2.94)
"Ackerman,Farrell",LIGN176-Language/Politics&Advertising(A),FA15,34,22,95.5%,95.5%,5.50,B+(3.59),B(3.26)
"Kluender,Robert",LIGN181-LangProcessingintheBrain(A),FA15,25,23,91.3%,100.0%,7.11,B(3.13),B-(2.98)
"Caballero,GabrielaHernandez",LIGN8-Languages&Cultures/America(A),FA15,183,104,81.2%,95.0%,3.81,B+(3.60),B+(3.34)
"Alicio,Atilio",LIHL112F-FilipinoforFilipinoSpeakers(A),FA15,28,13,100.0%,100.0%,2.32,B+(3.60),B+(3.37)
"Hill,KimloanT.V.",LIHL114F-BeginningVietnameseforVietn(A),FA15,21,13,100.0%,100.0%,4.81,A-(3.80),B+(3.41)
"Hill,KimloanT.V.",LIHL114F-BeginningVietnameseforVietn(B),FA15,12,7,100.0%,100.0%,4.50,B+(3.67),B+(3.41)
"Moore,JohnC.",LIHL115-KoreanforKoreanSpeakers(A),FA15,10,3,66.7%,100.0%,7.17,C(2.00),N/A
"Sadegholvad,Elham",LIHL117-PersianforPersianSpeakers(A),FA15,12,8,100.0%,100.0%,3.00,A-(3.86),N/A
"Timalsina,GayatriDevi",LIHL119-HindiforHindiSpeakers(A),FA15,25,10,100.0%,70.0%,2.10,A-(3.75),A-(3.87)
"Alicio,Atilio",LIHL132-AdvFilipinoforFilipSpeaker(A),FA15,16,8,100.0%,100.0%,3.75,B+(3.50),N/A
"Hill,KimloanT.V.",LIHL134-AdvVietnameseforVietSpeakr(A),FA15,10,10,100.0%,100.0%,6.10,A-(3.90),N/A
"Kim,Boyoung",LIGN101-Introduction/StudyofLanguage(A),S115,26,11,80.0%,60.0%,3.90,A-(3.89),B+(3.46)
"ElCheddadi,Youniss",LIAB1F-IntermediateArabicConversatn(A),SP15,11,7,100.0%,83.3%,5.50,B+(3.67),N/A
"Schane,SanfordA.",LIGN105-LawandLanguage(A),SP15,45,21,95.0%,95.0%,3.10,B(3.25),B(3.16)
"Baglini,RebekahBrita",LIGN120-Morphology(A),SP15,72,62,69.4%,58.1%,5.43,B(3.13),B(3.12)
"Baglini,RebekahBrita",LIGN130-Semantics(A),SP15,55,49,89.8%,67.3%,4.67,B+(3.43),B+(3.30)
"Mayberry,Rachel",LIGN148-PsycholinguisticsofSignLang(A),SP15,39,36,94.4%,97.2%,5.24,B(3.17),B+(3.32)
"Garellek,Marc",LIGN175-Sociolinguistics(A),SP15,69,62,98.4%,100.0%,3.87,B+(3.48),B+(3.49)
"Kluender,Robert",LIGN179-SecondLangAcquisitionResrc(A),SP15,28,24,100.0%,100.0%,6.60,B+(3.46),B+(3.52)
"Caballero,GabrielaHernandez",LIGN8-Languages&Cultures/America(A),SP15,141,55,85.2%,94.4%,3.78,B+(3.49),B+(3.33)
"Rose,Sharon",LIGN87-FreshmanSeminar(A),SP15,14,7,85.7%,100.0%,1.64,N/A,N/A
"Alicio,Atilio",LIHL112-FilipinoforFilipinoSpeakers(A),SP15,22,11,90.9%,100.0%,4.86,B+(3.44),B(3.29)
"Hill,KimloanT.V.",LIHL114-VietnameseforVietnSpeakers(A),SP15,13,5,100.0%,100.0%,4.10,B+(3.50),N/A
"Hill,KimloanT.V.",LIHL114-VietnameseforVietnSpeakers(B),SP15,13,6,100.0%,100.0%,4.90,B+(3.60),N/A
"Moore,JohnC.",LIHL115-KoreanforKoreanSpeakers(A),SP15,12,3,100.0%,100.0%,9.17,B+(3.67),N/A
"Sadegholvad,Elham",LIHL117-PersianforPersianSpeakers(A),SP15,20,3,100.0%,100.0%,2.50,A(4.00),B+(3.52)
"Timalsina,GayatriDevi",LIHL119-HindiforHindiSpeakers(A),SP15,15,4,100.0%,100.0%,1.00,A(4.00),N/A
"Alicio,Atilio",LIHL132-AdvFilipinoforFilipSpeaker(A),SP15,20,10,100.0%,100.0%,4.28,B+(3.67),B+(3.63)
"Hill,KimloanT.V.",LIHL134-AdvVietnameseforVietSpeakr(A),SP15,17,5,100.0%,100.0%,4.00,A(4.00),N/A
"Baglini,RebekahBrita",LIGN101-Introduction/StudyofLanguage(A),WI15,56,38,81.6%,78.9%,5.50,B(3.03),B(3.24)
"Bakovic,EricJohn",LIGN111-PhonologyI(A),WI15,46,29,76.9%,76.9%,5.94,B+(3.54),B(3.16)
"Garellek,Marc",LIGN112-SpeechSounds&SpeechDisorders(A),WI15,43,39,94.9%,100.0%,4.87,B+(3.59),B+(3.56)
"MunozSanchez,Alicia",LIGN119-1st&2ndLangLrn:ChildtoAdol(A),WI15,30,14,92.9%,92.9%,4.04,A-(3.79),B+(3.38)
"Moore,JohnC.",LIGN121-SyntaxI(A),WI15,44,22,81.8%,86.4%,7.77,B(3.18),B(3.11)
"Mata,Rodolfo",LIGN143-TheStructureofSpanish(A),WI15,31,14,92.9%,100.0%,3.21,B+(3.64),B(3.21)
"Levy,Roger",LIGN165-ComputationalLinguistics(A),WI15,32,22,85.7%,90.5%,5.10,B+(3.53),B+(3.33)
"Kehler,AndrewScott",LIGN17-MakingandBreakingCodes(A),WI15,110,51,95.9%,93.9%,3.44,B+(3.54),B(3.09)
"Kluender,Robert",LIGN4-LanguageasaCognitiveSystem(A),WI15,31,29,82.8%,100.0%,3.26,B(3.23),B(3.00)
"Alicio,Atilio",LIHL112-FilipinoforFilipinoSpeakers(A),WI15,19,7,100.0%,100.0%,4.21,B(3.14),N/A
"Hill,KimloanT.V.",LIHL114-VietnameseforVietnSpeakers(A),WI15,23,15,100.0%,93.3%,3.70,B+(3.56),B+(3.42)
"Hill,KimloanT.V.",LIHL114-VietnameseforVietnSpeakers(B),WI15,12,9,100.0%,85.7%,2.21,B+(3.40),B+(3.42)
"Moore,JohnC.",LIHL115-KoreanforKoreanSpeakers(A),WI15,14,9,87.5%,100.0%,3.75,A-(3.71),N/A
"Sadegholvad,Elham",LIHL117-PersianforPersianSpeakers(A),WI15,12,4,100.0%,100.0%,6.00,A(4.00),N/A
"Timalsina,GayatriDevi",LIHL119-HindiforHindiSpeakers(A),WI15,16,11,100.0%,100.0%,4.90,A(4.00),N/A
"Alicio,Atilio",LIHL132-AdvFilipinoforFilipSpeaker(A),WI15,17,7,100.0%,100.0%,4.17,B+(3.60),N/A
"Levy,Roger",LIGN101-Introduction/StudyofLanguage(A),FA14,99,53,90.0%,80.0%,5.48,B(3.21),B(3.19)
"Baglini,RebekahBrita",LIGN108-LanguagesofAfrica(A),FA14,30,22,95.2%,100.0%,3.30,B+(3.60),B(3.19)
"Garellek,Marc",LIGN110-Phonetics(A),FA14,72,50,93.8%,97.9%,5.22,B+(3.37),B+(3.46)
"Lott,MargaretS.",LIGN146-Sociolinguistics/DeafCommunit(A),FA14,23,12,100.0%,100.0%,4.67,A-(3.75),B+(3.56)
"Ackerman,Farrell",LIGN176-Language/Politics&Advertising(A),FA14,45,22,68.4%,84.2%,4.39,B+(3.63),B+(3.60)
"Mayberry,Rachel",LIGN7-SignLanguageanditsCulture(A),FA14,64,32,78.1%,78.1%,4.75,B(3.07),B-(2.95)
"Alicio,Atilio",LIHL112-FilipinoforFilipinoSpeakers(A),FA14,24,7,100.0%,100.0%,3.70,B+(3.50),B+(3.46)
"Hill,KimloanT.V.",LIHL114-VietnameseforVietnSpeakers(A),FA14,17,6,100.0%,100.0%,5.17,B+(3.50),N/A
"Hill,KimloanT.V.",LIHL114-VietnameseforVietnSpeakers(B),FA14,12,6,100.0%,100.0%,3.70,A-(3.80),N/A
"Kang,InSook",LIHL115-KoreanforKoreanSpeakers(A),FA14,9,5,100.0%,100.0%,4.10,A(4.00),N/A
"Sadegholvad,Elham",LIHL117-PersianforPersianSpeakers(A),FA14,9,5,100.0%,100.0%,3.30,A(4.00),N/A
"Timalsina,GayatriDevi",LIHL119-HindiforHindiSpeakers(A),FA14,21,12,100.0%,90.0%,3.61,A-(3.89),A-(3.74)
"Alicio,Atilio",LIHL132-AdvFilipinoforFilipSpeaker(A),FA14,11,4,100.0%,100.0%,3.17,A(4.00),N/A
"Hill,KimloanT.V.",LIHL134-AdvVietnameseforVietSpeakr(A),FA14,16,4,100.0%,100.0%,4.00,B+(3.50),N/A
"Moore,JohnC.",LIHL135-AdvKoreanforKoreanSpeakers(A),FA14,10,4,100.0%,100.0%,8.50,A(4.00),N/A
"Gillingham,GwendolynJ",LIGN101-Introduction/StudyofLanguage(A),S114,18,16,93.8%,93.8%,5.00,A-(3.71),N/A
"Schane,SanfordA.",LIGN105-LawandLanguage(A),SP14,44,18,100.0%,100.0%,4.13,B(3.27),B(3.06)
"Caballero,GabrielaHernandez",LIGN120-Morphology(A),SP14,68,56,61.8%,50.9%,5.54,B-(2.98),C+(2.62)
"Caponigro,Ivano",LIGN130-Semantics(A),SP14,79,47,91.5%,95.7%,4.29,B+(3.62),B-(2.99)
"Lieberman,AmyM",LIGN171-ChildLanguageAcquisition(A),SP14,68,35,91.2%,94.1%,5.56,B+(3.39),B+(3.32)
"Lee,Leslie",LIGN177-Multilingualism(A),SP14,37,28,100.0%,100.0%,3.79,B+(3.57),B(3.15)
"Kluender,Robert",LIGN180-LangRepresentationinBrain(A),SP14,27,16,87.5%,87.5%,5.75,B+(3.40),B-(2.98)
"Caballero,GabrielaHernandez",LIGN8-Languages&Cultures/America(A),SP14,68,29,79.3%,72.4%,4.36,B+(3.47),B(3.13)
"Goodall,GrantTodd",LIGN87-FreshmanSeminar(A),SP14,15,9,100.0%,100.0%,0.94,N/A,N/A
"Alicio,Atilio",LIHL112-FilipinoforFilipinoSpeakers(A),SP14,19,9,100.0%,100.0%,5.00,B+(3.63),N/A
"Hill,KimloanT.V.",LIHL114-VietnameseforVietnSpeakers(A),SP14,15,9,88.9%,88.9%,5.61,B(3.13),N/A
"Kang,InSook",LIHL115-KoreanforKoreanSpeakers(A),SP14,8,4,100.0%,100.0%,7.50,B+(3.50),N/A
"Sadegholvad,Elham",LIHL117-PersianforPersianSpeakers(A),SP14,10,7,100.0%,100.0%,3.64,A(4.00),N/A
"Timalsina,GayatriDevi",LIHL119-HindiforHindiSpeakers(A),SP14,15,8,100.0%,87.5%,3.50,A-(3.86),N/A
"Alicio,Atilio",LIHL132-AdvFilipinoforFilipSpeaker(A),SP14,16,6,100.0%,100.0%,5.50,B+(3.60),N/A
"Hill,KimloanT.V.",LIHL134-AdvVietnameseforVietSpeakr(A),SP14,20,6,100.0%,100.0%,9.17,B+(3.67),B+(3.62)
"Moore,JohnC.",LIHL135-AdvKoreanforKoreanSpeakers(A),SP14,17,5,100.0%,100.0%,3.17,A(4.00),N/A
"Caponigro,Ivano",LIGN101-Introduction/StudyofLanguage(A),WI14,64,44,95.5%,97.7%,5.10,B+(3.67),B(3.29)
"Bakovic,EricJohn",LIGN111-PhonologyI(A),WI14,61,59,88.1%,93.2%,6.84,B(3.26),B+(3.37)
"Cohn,NeilThomas",LIGN118-TheLanguageofComics(A),WI14,51,34,84.8%,90.9%,4.44,B+(3.52),B+(3.54)
"MunozSanchez,Alicia",LIGN119-1st&2ndLangLrn:ChildtoAdol(A),WI14,50,25,96.0%,96.0%,3.70,B+(3.60),B(3.17)
"Caponigro,Ivano",LIGN121-SyntaxI(A),WI14,88,53,80.4%,90.2%,5.64,B(3.15),B-(2.90)
"Kehler,AndrewScott",LIGN17-MakingandBreakingCodes(A),WI14,110,57,96.4%,96.4%,3.39,B+(3.52),B(3.00)
"Morgan,EmilyIdaPopper",LIGN170-Psycholinguistics(A),WI14,40,24,83.3%,87.5%,5.83,B(3.29),B(3.21)
"Shelby,KarenLee",LIGN174-Gender&LanguageinSociety(A),WI14,49,42,63.4%,70.7%,3.82,B+(3.50),B(3.19)
"Kluender,Robert",LIGN4-LanguageasaCognitiveSystem(A),WI14,40,37,91.9%,100.0%,4.66,B(3.16),B(3.07)
"Alicio,Atilio",LIHL112-FilipinoforFilipinoSpeakers(A),WI14,23,9,100.0%,100.0%,4.06,B+(3.56),B+(3.42)
"Hill,KimloanT.V.",LIHL114-VietnameseforVietnSpeakers(A),WI14,17,8,100.0%,100.0%,5.25,B+(3.57),B(3.26)
"Hill,KimloanT.V.",LIHL114-VietnameseforVietnSpeakers(B),WI14,20,9,100.0%,75.0%,5.50,A-(3.80),B(3.26)
"Kang,InSook",LIHL115-KoreanforKoreanSpeakers(A),WI14,8,6,100.0%,83.3%,6.83,B+(3.50),N/A
"Akjeje,Abdelhak",LIHL116-ArabicforArabicSpeakers(A),WI14,11,6,83.3%,100.0%,5.17,A-(3.83),A-(3.74)
"Moore,JohnC.",LIHL119-HindiforHindiSpeakers(A),WI14,14,5,100.0%,100.0%,4.10,A(4.00),A-(3.84)
"Alicio,Atilio",LIHL132-AdvFilipinoforFilipSpeaker(A),WI14,12,5,100.0%,100.0%,2.90,A-(3.75),B+(3.61)
"Salimi,Rana",LIHL137-AdvPersianforPersnSpeakers(A),WI14,12,5,100.0%,100.0%,6.10,A(4.00),B+(3.64)
"Cohn,NeilThomas",LIGN101-Introduction/StudyofLanguage(A),FA13,104,72,84.7%,87.5%,5.04,B+(3.36),B(3.23)
"Garellek,Marc",LIGN110-Phonetics(A),FA13,62,43,95.3%,97.7%,4.83,B+(3.44),B(3.30)
"Lott,MargaretS.",LIGN144-DiscourseAnalysis:ASLPoetr(A),FA13,27,10,90.0%,90.0%,2.94,A-(3.80),B+(3.41)
"Kluender,Robert",LIGN155-EvolutionofLanguage(A),FA13,36,28,92.9%,92.9%,6.29,B+(3.54),B(3.28)
"Bakovic,EricJohn",LIGN175-Sociolinguistics(A),FA13,70,43,92.9%,97.6%,3.88,A-(3.75),B+(3.63)
"Ackerman,Farrell",LIGN176-Language/Politics&Advertising(A),FA13,57,34,83.9%,87.1%,5.63,B+(3.39),B+(3.65)
"Mayberry,Rachel",LIGN7-SignLanguageanditsCulture(A),FA13,84,69,75.0%,80.9%,3.35,B(3.29),C+(2.59)
"Alicio,Atilio",LIHL112-FilipinoforFilipinoSpeakers(A),FA13,20,8,100.0%,100.0%,4.50,B+(3.43),B+(3.38)
"Hill,KimloanT.V.",LIHL114-VietnameseforVietnSpeakers(A),FA13,17,6,100.0%,100.0%,6.50,A(4.00),B+(3.45)
"Hill,KimloanT.V.",LIHL114-VietnameseforVietnSpeakers(B),FA13,16,3,100.0%,100.0%,6.50,A(4.00),B+(3.45)
"Moore,JohnC.",LIHL115-KoreanforKoreanSpeakers(A),FA13,9,6,100.0%,100.0%,6.10,B+(3.40),N/A
"Akjeje,Abdelhak",LIHL116-ArabicforArabicSpeakers(A),FA13,8,4,100.0%,100.0%,3.50,B+(3.50),N/A
"Sadegholvad,Elham",LIHL117-PersianforPersianSpeakers(A),FA13,18,10,100.0%,100.0%,4.10,A-(3.89),N/A
"Alicio,Atilio",LIHL132-AdvFilipinoforFilipSpeaker(A),FA13,9,3,100.0%,100.0%,6.50,B+(3.67),N/A
"Hill,KimloanT.V.",LIHL134-AdvVietnameseforVietSpeakr(A),FA13,7,7,100.0%,100.0%,6.21,A(4.00),N/A
"Barkley,Christopher",LIGN101-Introduction/StudyofLanguage(A),S213,20,8,75.0%,100.0%,6.21,B(3.00),B(3.17)
"Moore,JohnC.",LIGN147GS-SpanishDialectology(A),S113,16,4,66.7%,66.7%,3.17,A(4.00),N/A
"Moore,JohnC.",LIGN187GS-ArtLang&Culture-Flamenco(A),S113,16,3,66.7%,66.7%,3.17,B+(3.67),N/A
"ElCheddadi,Youniss",LIAB1F-IntermediateArabicConversatn(A),SP13,12,3,100.0%,100.0%,3.83,B(3.00),N/A
"Schane,SanfordA.",LIGN105-LawandLanguage(A),SP13,57,31,75.9%,75.9%,4.43,B(3.25),B-(2.95)
"Ackerman,Farrell",LIGN120-Morphology(A),SP13,63,23,91.3%,82.6%,4.33,B+(3.30),B+(3.38)
"Caponigro,Ivano",LIGN130-Semantics(A),SP13,74,41,95.1%,97.6%,4.50,B(3.22),B(3.20)
"Mayberry,Rachel",LIGN148-PsycholinguisticsofSignLang(A),SP13,44,18,88.9%,88.9%,4.83,B+(3.44),B(3.27)
"Moore,JohnC.",LIGN150-HistoricalLinguistics(A),SP13,48,27,92.6%,92.6%,5.58,B+(3.52),B+(3.47)
"Kluender,Robert",LIGN181-LangProcessingintheBrain(A),SP13,35,28,96.4%,100.0%,7.50,B+(3.43),B(3.28)
"Caballero,GabrielaHernandez",LIGN8-Languages&Cultures/America(A),SP13,76,27,84.6%,88.5%,3.42,B(3.10),B(3.15)
"Rose,Sharon",LIGN87-FreshmanSeminar(A),SP13,11,5,100.0%,100.0%,1.30,B+(3.50),N/A
"Bakovic,EricJohn",LIGN87-FreshmanSeminar(B),SP13,11,5,80.0%,100.0%,0.50,A(4.00),N/A
"Alicio,Atilio",LIHL112-FilipinoforFilipinoSpeakers(A),SP13,24,5,100.0%,100.0%,3.30,B+(3.40),B+(3.31)
"Hill,KimloanT.V.",LIHL114-VietnameseforVietnSpeakers(A),SP13,22,7,100.0%,100.0%,4.50,B(3.25),B+(3.59)
"Hill,KimloanT.V.",LIHL114-VietnameseforVietnSpeakers(B),SP13,14,9,100.0%,100.0%,4.06,A(4.00),B+(3.59)
"Sadegholvad,Elham",LIHL117-PersianforPersianSpeakers(A),SP13,21,8,100.0%,100.0%,3.00,A(4.00),B+(3.69)
"Hill,KimloanT.V.",LIHL134-AdvVietnameseforVietSpeakr(A),SP13,18,7,100.0%,100.0%,5.93,A-(3.80),N/A
"Levy,Roger",LIGN101-Introduction/StudyofLanguage(A),WI13,58,27,88.9%,92.6%,5.02,B+(3.50),B+(3.36)
"Rose,Sharon",LIGN111-PhonologyI(A),WI13,50,24,79.2%,95.8%,6.17,B(3.13),B-(2.84)
"MunozSanchez,Alicia",LIGN119-1st&2ndLangLrn:ChildtoAdol(A),WI13,67,33,100.0%,96.7%,4.50,A-(3.72),B+(3.35)
"Moore,JohnC.",LIGN121-SyntaxI(A),WI13,67,30,83.3%,96.7%,7.77,B(3.28),B(3.10)
"Colavin,RebeccaIreneVictoria",LIGN141-LanguageStructures(A),WI13,10,6,83.3%,100.0%,5.17,B+(3.67),N/A
"Kehler,AndrewScott",LIGN17-MakingandBreakingCodes(A),WI13,132,59,91.2%,98.2%,3.92,B+(3.49),B-(2.98)
"Levy,Roger",LIGN170-Psycholinguistics(A),WI13,42,25,72.0%,84.0%,4.58,B+(3.41),B+(3.38)
"Rosenfelt,LisaFrances",LIGN174-Gender&LanguageinSociety(A),WI13,61,34,85.3%,88.2%,3.15,B+(3.53),B+(3.38)
"Kluender,Robert",LIGN4-LanguageasaCognitiveSystem(A),WI13,37,36,91.4%,97.1%,4.33,B(3.26),B-(2.71)
"Alicio,Atilio",LIHL112-FilipinoforFilipinoSpeakers(A),WI13,14,7,100.0%,100.0%,4.21,A(4.00),N/A
"Hill,KimloanT.V.",LIHL114-VietnameseforVietnSpeakers(A),WI13,24,15,100.0%,80.0%,3.83,A-(3.82),B+(3.54)
"Hill,KimloanT.V.",LIHL114-VietnameseforVietnSpeakers(B),WI13,20,10,88.9%,88.9%,4.50,A-(3.89),B+(3.54)
"Moore,JohnC.",LIHL115-KoreanforKoreanSpeakers(A),WI13,5,4,100.0%,100.0%,3.00,A(4.00),N/A
"Sadegholvad,Elham",LIHL117-PersianforPersianSpeakers(A),WI13,24,12,100.0%,100.0%,3.67,A-(3.82),A-(3.93)
"Alicio,Atilio",LIHL132-AdvFilipinoforFilipSpeaker(A),WI13,11,4,100.0%,100.0%,2.50,B(3.25),N/A
"Moore,JohnC.",LIHL135-AdvKoreanforKoreanSpeakers(A),WI13,11,5,100.0%,100.0%,4.90,A-(3.80),N/A
"Riebeling,Elke",LIGM1D-GermanConversation(A),FA12,13,6,100.0%,100.0%,4.10,A-(3.75),B+(3.32)
"Riebeling,Elke",LIGM1D-GermanConversation(B),FA12,11,5,80.0%,100.0%,4.90,A(4.00),B+(3.32)
"Caponigro,Ivano",LIGN101-Introduction/StudyofLanguage(A),FA12,118,79,94.5%,97.3%,4.55,B(3.26),B(3.10)
"Rose,Sharon",LIGN108-LanguagesofAfrica(A),FA12,45,25,78.3%,87.0%,4.33,B+(3.39),B(3.14)
"Bakovic,EricJohn",LIGN110-Phonetics(A),FA12,78,51,85.4%,91.7%,4.33,B(3.19),B(3.09)
"Lott,MargaretS.",LIGN146-Sociolinguistics/DeafCommunit(A),FA12,24,12,91.7%,91.7%,3.00,B+(3.67),B+(3.39)
"Ackerman,Farrell",LIGN176-Language/Politics&Advertising(A),FA12,76,37,94.4%,91.7%,5.33,B+(3.52),B+(3.44)
"Kluender,Robert",LIGN179-SecondLangAcquisitionResrc(A),FA12,75,61,86.7%,96.7%,7.43,B(3.07),B(3.06)
"Hall,MatthewL",LIGN7-SignLanguageanditsCulture(A),FA12,100,55,96.2%,100.0%,3.25,B+(3.43),B-(2.77)
"Goodall,GrantTodd",LIGN87-FreshmanSeminar(A),FA12,18,12,100.0%,100.0%,0.67,A(4.00),N/A
"Alicio,Atilio",LIHL112-FilipinoforFilipinoSpeakers(A),FA12,14,5,100.0%,100.0%,2.90,B+(3.40),N/A
"Hill,KimloanT.V.",LIHL114-VietnameseforVietnSpeakers(A),FA12,23,11,100.0%,100.0%,3.50,A-(3.75),B+(3.34)
"Moore,JohnC.",LIHL115-KoreanforKoreanSpeakers(A),FA12,7,6,100.0%,100.0%,4.83,A-(3.75),N/A
"Akjeje,Abdelhak",LIHL116-ArabicforArabicSpeakers(A),FA12,10,5,100.0%,100.0%,4.10,A(4.00),N/A
"Sadegholvad,Elham",LIHL117-PersianforPersianSpeakers(A),FA12,18,6,100.0%,100.0%,3.30,A(4.00),N/A
"Alicio,Atilio",LIHL132-AdvFilipinoforFilipSpeaker(A),FA12,10,3,100.0%,100.0%,3.17,B+(3.67),N/A
"Hill,KimloanT.V.",LIHL134-AdvVietnameseforVietSpeakr(A),FA12,8,3,100.0%,100.0%,4.50,B+(3.50),N/A
"Lee,Leslie",LIGN101-Introduction/StudyofLanguage(A),S112,26,21,85.7%,81.0%,8.12,B-(2.79),B(3.10)
"Moore,JohnC.",LIGN147GS-SpanishDialectology(A),S112,18,12,83.3%,75.0%,4.17,B+(3.60),N/A
"Moore,JohnC.",LIGN187GS-ArtLang&Culture-Flamenco(A),S112,18,12,66.7%,75.0%,4.50,B+(3.50),N/A
"Schane,SanfordA.",LIGN105-LawandLanguage(A),SP12,100,42,78.6%,76.2%,6.01,B(3.16),C+(2.69)
"Ackerman,Farrell",LIGN120-Morphology(A),SP12,91,54,86.5%,88.5%,4.88,B+(3.49),B(3.27)
"Caponigro,Ivano",LIGN130-Semantics(A),SP12,94,66,87.7%,96.9%,4.34,B(3.25),B-(2.98)
"Moore,JohnC.",LIGN143-TheStructureofSpanish(A),SP12,63,36,80.0%,85.7%,5.99,A-(3.75),B+(3.32)
"Levy,Roger",LIGN170-Psycholinguistics(A),SP12,64,44,65.9%,70.5%,5.80,B+(3.46),B+(3.37)
"Caballero,GabrielaHernandez",LIGN8-Languages&Cultures/America(A),SP12,110,45,93.2%,93.3%,4.09,B+(3.38),B-(2.74)
"Schane,SanfordA.",LIGN87-FreshmanSeminar(A),SP12,17,9,100.0%,100.0%,1.75,N/A,N/A
"Alicio,Atilio",LIHL112-FilipinoforFilipinoSpeakers(A),SP12,20,12,100.0%,91.7%,3.17,B(3.08),B+(3.38)
"Hill,KimloanT.V.",LIHL114-VietnameseforVietnSpeakers(A),SP12,20,8,100.0%,100.0%,4.21,A-(3.75),B+(3.38)
"Hill,KimloanT.V.",LIHL114-VietnameseforVietnSpeakers(C),SP12,15,7,100.0%,100.0%,3.93,B+(3.43),B+(3.38)
"Moore,JohnC.",LIHL115-KoreanforKoreanSpeakers(A),SP12,8,7,100.0%,100.0%,5.07,B+(3.60),N/A
"Sadegholvad,Elham",LIHL117-PersianforPersianSpeakers(A),SP12,29,12,100.0%,100.0%,4.00,A(4.00),A-(3.75)
"Alicio,Atilio",LIHL132-AdvFilipinoforFilipSpeaker(A),SP12,17,9,100.0%,88.9%,4.50,B+(3.43),N/A
"Hill,KimloanT.V.",LIHL134-AdvVietnameseforVietSpeakr(A),SP12,14,11,100.0%,100.0%,5.41,A-(3.73),N/A
"Caponigro,Ivano",LIGN101-Introduction/StudyofLanguage(A),WI12,89,54,90.7%,98.1%,4.12,B(3.25),B(3.10)
"Bakovic,EricJohn",LIGN111-PhonologyI(A),WI12,67,46,84.8%,89.1%,6.46,B(3.29),B+(3.33)
"MunozSanchez,Alicia",LIGN119-1st&2ndLangLrn:ChildtoAdol(A),WI12,76,46,100.0%,100.0%,3.11,A-(3.76),B(3.28)
"MunozSanchez,Alicia",LIGN119-1st&2ndLangLrn:ChildtoAdol(A),WI12,36,17,88.2%,94.1%,4.74,A-(3.73),B(3.28)
"Moore,JohnC.",LIGN121-SyntaxI(A),WI12,73,42,78.0%,95.1%,8.15,B(3.24),B-(2.98)
"Kluender,Robert",LIGN155-EvolutionofLanguage(A),WI12,36,25,100.0%,100.0%,5.46,B+(3.56),B(3.03)
"Kehler,AndrewScott",LIGN17-MakingandBreakingCodes(A),WI12,171,87,93.1%,98.8%,3.36,B+(3.46),B-(2.97)
"Mayberry,Rachel",LIGN171-ChildLanguageAcquisition(A),WI12,86,44,79.1%,55.8%,3.86,B(3.02),C+(2.55)
"Arvaniti,Amalia",LIGN174-Gender&LanguageinSociety(A),WI12,88,38,78.4%,73.0%,4.24,B(3.25),B+(3.53)
"Arvaniti,Amalia",LIGN174-Gender&LanguageinSociety(A),WI12,96,55,81.5%,81.1%,3.17,B+(3.58),B+(3.53)
"Kluender,Robert",LIGN4-LanguageasaCognitiveSystem(A),WI12,34,21,100.0%,100.0%,5.17,B+(3.35),B-(2.82)
"Bakovic,EricJohn",LIGN87-FreshmanSeminar(A),WI12,13,6,100.0%,100.0%,0.83,A(4.00),N/A
"Alicio,Atilio",LIHL112-FilipinoforFilipinoSpeakers(A),WI12,15,13,100.0%,100.0%,3.88,B+(3.50),N/A
