Instructor,Course,Term,Enroll,EvalsMade,RcmndClass,RcmndInstr,StudyHrs/wk,AvgGradeExpected,AvgGradeReceived
"Hill,KimloanT.V.",LIHL114-VietnameseforVietnSpeakers(A),WI12,25,13,92.3%,75.0%,3.58,B+(3.36),B+(3.40)
"Hill,KimloanT.V.",LIHL114-VietnameseforVietnSpeakers(B),WI12,17,8,100.0%,100.0%,3.00,B+(3.38),B+(3.40)
"Kehler,AndrewScott",LIHL115-KoreanforKoreanSpeakers(A),WI12,6,6,100.0%,100.0%,4.83,B+(3.60),N/A
"Akjeje,Abdelhak",LIHL116-ArabicforArabicSpeakers(A),WI12,7,6,83.3%,100.0%,7.70,B+(3.50),N/A
"Sadegholvad,Elham",LIHL117-PersianforPersianSpeakers(A),WI12,18,9,100.0%,100.0%,3.83,A-(3.89),B+(3.49)
"Alicio,Atilio",LIHL132-AdvFilipinoforFilipSpeaker(A),WI12,10,4,100.0%,100.0%,2.50,B+(3.50),N/A
"Bakovic,EricJohn",LIGN101-Introduction/StudyofLanguage(A),FA11,126,93,95.7%,98.9%,5.28,B+(3.39),B+(3.33)
"Arvaniti,Amalia",LIGN110-Phonetics(A),FA11,107,66,78.8%,89.4%,3.58,B+(3.68),B+(3.58)
"Lott,MargaretS.",LIGN144-DiscourseAnalysis:ASLPoetr(A),FA11,30,15,86.7%,100.0%,4.10,B+(3.53),B+(3.40)
"Ackerman,Farrell",LIGN176-Language/Politics&Advertising(A),FA11,114,69,91.3%,92.6%,5.71,B+(3.40),B+(3.44)
"Kluender,Robert",LIGN180-LangRepresentationinBrain(A),FA11,51,38,86.8%,89.5%,7.18,B+(3.34),B(3.10)
"Mayberry,Rachel",LIGN7-SignLanguageanditsCulture(A),FA11,126,56,71.4%,73.2%,4.82,B+(3.34),C+(2.44)
"Arvaniti,Amalia",LIGN87-FreshmanSeminar(A),FA11,19,14,92.9%,84.6%,0.50,A(4.00),N/A
"Moore,JohnC.",LIGN87-FreshmanSeminar(B),FA11,13,8,100.0%,100.0%,0.50,A(4.00),N/A
"Alicio,Atilio",LIHL112-FilipinoforFilipinoSpeakers(A),FA11,16,8,100.0%,100.0%,3.50,A(4.00),N/A
"Hill,KimloanT.V.",LIHL114-VietnameseforVietnSpeakers(A),FA11,25,12,91.7%,75.0%,3.23,B+(3.67),B+(3.51)
"Hill,KimloanT.V.",LIHL114-VietnameseforVietnSpeakers(B),FA11,15,11,100.0%,100.0%,6.14,A-(3.90),B+(3.51)
"Sadegholvad,Elham",LIHL117-PersianforPersianSpeakers(B),FA11,21,10,100.0%,100.0%,3.70,A-(3.90),B+(3.66)
"Alicio,Atilio",LIHL132-AdvFilipinoforFilipSpeaker(A),FA11,11,5,100.0%,100.0%,4.10,A-(3.80),N/A
"Hill,KimloanT.V.",LIHL134-AdvVietnameseforVietSpeakr(A),FA11,18,12,100.0%,100.0%,7.83,A-(3.83),N/A
"Riebeling,Elke",LIIT1DX-AnalysisofItalian(A),FA11,12,5,100.0%,100.0%,3.70,B+(3.60),N/A
"MunozSanchez,Alicia",LISP15-IntermediateSpanish/SocSci(A),FA11,13,6,100.0%,100.0%,4.50,A-(3.80),A-(3.73)
"MunozSanchez,Alicia",LISP15-IntermediateSpanish/SocSci(B),FA11,13,3,100.0%,100.0%,0.50,A(4.00),A-(3.73)
"MunozSanchez,Alicia",LISP15-IntermediateSpanish/SocSci(C),FA11,10,5,100.0%,100.0%,3.70,A(4.00),A-(3.73)
"DavidsonZaremba,Kathryn",LIGN101-Introduction/StudyofLanguage(A),S111,19,16,100.0%,100.0%,6.38,B+(3.60),N/A
"Moore,JohnC.",LIGN147GS-SpanishDialectology(A),S111,27,11,100.0%,100.0%,5.23,A(4.00),B+(3.69)
"Moore,JohnC.",LIGN187GS-ArtLang&Culture-Flamenco(A),S111,27,11,100.0%,100.0%,5.41,A(4.00),A-(3.84)
"Moussa,Randa",LIAB1F-IntermediateArabicConversatn(A),SP11,7,6,100.0%,83.3%,5.83,B+(3.50),N/A
"Schane,SanfordA.",LIGN105-LawandLanguage(A),SP11,135,62,85.5%,85.0%,5.02,B+(3.36),B-(2.88)
"Ackerman,Farrell",LIGN120-Morphology(A),SP11,73,42,81.0%,83.3%,4.45,B+(3.41),B(3.15)
"Caponigro,Ivano",LIGN130-Semantics(A),SP11,95,74,90.5%,97.3%,4.47,B+(3.67),B(3.24)
"Lott,MargaretS.",LIGN146-Sociolinguistics/DeafCommunit(A),SP11,36,21,95.2%,100.0%,3.17,B+(3.60),B+(3.47)
"Hofmeister,PhilipM",LIGN170-Psycholinguistics(A),SP11,57,27,70.4%,44.4%,4.57,B+(3.59),B+(3.35)
"Arvaniti,Amalia",LIGN175-Sociolinguistics(A),SP11,73,44,97.7%,88.4%,3.64,B+(3.57),B+(3.40)
"Caballero,GabrielaHernandez",LIGN8-Languages&Cultures/America(A),SP11,169,101,75.0%,73.5%,3.80,B+(3.35),B-(2.92)
"Arvaniti,Amalia",LIGN87-FreshmanSeminar(A),SP11,14,9,77.8%,66.7%,0.72,N/A,N/A
"Alicio,Atilio",LIHL112-FilipinoforFilipinoSpeakers(A),SP11,23,9,100.0%,100.0%,3.39,B+(3.56),B+(3.57)
"Hill,KimloanT.V.",LIHL114-VietnameseforVietnSpeakers(A),SP11,25,12,100.0%,100.0%,5.33,B+(3.50),B+(3.44)
"Hill,KimloanT.V.",LIHL114-VietnameseforVietnSpeakers(B),SP11,18,8,100.0%,100.0%,4.50,A-(3.71),B+(3.44)
"Kehler,AndrewScott",LIHL115-KoreanforKoreanSpeakers(A),SP11,12,6,100.0%,100.0%,5.50,A-(3.83),N/A
"Akjeje,Abdelhak",LIHL116-ArabicforArabicSpeakers(A),SP11,13,9,77.8%,44.4%,3.83,A-(3.78),N/A
"Sadegholvad,Elham",LIHL117-PersianforPersianSpeakers(A),SP11,25,5,80.0%,40.0%,3.30,B+(3.40),B+(3.61)
"Alicio,Atilio",LIHL132-AdvFilipinoforFilipSpeaker(A),SP11,18,6,100.0%,100.0%,2.17,A-(3.83),N/A
"Hill,KimloanT.V.",LIHL134-AdvVietnameseforVietSpeakr(A),SP11,29,14,92.9%,85.7%,5.07,B+(3.54),B+(3.46)
"Paladini,Denise",LIPO17-IntBrazilPortug:Ethnicity(A),SP11,12,4,100.0%,100.0%,2.00,A(4.00),N/A
"Hofmeister,PhilipM",LIGN101-Introduction/StudyofLanguage(A),WI11,79,45,86.4%,77.3%,4.50,B+(3.34),B(3.02)
"Pajak,BozenaM",LIGN111-PhonologyI(A),WI11,61,37,89.2%,77.8%,5.36,A-(3.78),B+(3.36)
"MunozSanchez,Alicia",LIGN119-1st&2ndLangLrn:ChildtoAdol(A),WI11,22,11,90.9%,90.9%,4.70,B+(3.64),B(3.12)
"MunozSanchez,Alicia",LIGN119-1st&2ndLangLrn:ChildtoAdol(A),WI11,70,44,97.7%,97.7%,2.83,A-(3.77),B(3.12)
"Moore,JohnC.",LIGN121-SyntaxI(A),WI11,81,46,77.8%,93.3%,7.34,B+(3.34),B(3.16)
"Moore,JohnC.",LIGN150-HistoricalLinguistics(A),WI11,42,21,100.0%,95.2%,6.98,A-(3.76),B+(3.36)
"Kehler,AndrewScott",LIGN17-MakingandBreakingCodes(A),WI11,209,106,92.4%,96.2%,3.69,B+(3.33),B-(2.91)
"Mayberry,Rachel",LIGN171-ChildLanguageAcquisition(A),WI11,69,35,88.6%,74.3%,4.50,B(3.29),C+(2.63)
"Kluender,Robert",LIGN4-LanguageasaCognitiveSystem(A),WI11,63,52,78.4%,96.0%,4.89,B(3.02),B-(2.88)
"Alicio,Atilio",LIHL112-FilipinoforFilipinoSpeakers(A),WI11,25,16,100.0%,100.0%,4.23,B+(3.69),B+(3.60)
"Hill,KimloanT.V.",LIHL114-VietnameseforVietnSpeakers(A),WI11,24,11,90.9%,90.9%,3.59,A-(3.80),B(3.24)
"Hill,KimloanT.V.",LIHL114-VietnameseforVietnSpeakers(B),WI11,20,10,100.0%,100.0%,4.30,A-(3.80),B(3.24)
"Moore,JohnC.",LIHL115-KoreanforKoreanSpeakers(A),WI11,13,4,100.0%,100.0%,3.50,B+(3.67),N/A
"Sadegholvad,Elham",LIHL117-PersianforPersianSpeakers(A),WI11,21,8,100.0%,87.5%,4.00,A(4.00),A-(3.78)
"Alicio,Atilio",LIHL132-AdvFilipinoforFilipSpeaker(A),WI11,16,11,100.0%,100.0%,3.41,A-(3.70),N/A
"Paladini,Denise",LIPO16-IntBrazilPortug:CultrlMvmt(A),WI11,18,8,100.0%,100.0%,1.25,A(4.00),N/A
"Riebeling,Elke",LIGM1D-GermanConversation(A),FA10,10,5,80.0%,100.0%,2.50,B+(3.50),B+(3.45)
"Riebeling,Elke",LIGM1D-GermanConversation(B),FA10,11,8,87.5%,87.5%,3.75,B+(3.50),B+(3.45)
"Caponigro,Ivano",LIGN101-Introduction/StudyofLanguage(A),FA10,143,101,90.0%,99.0%,4.00,B+(3.45),B(3.14)
"Arvaniti,Amalia",LIGN110-Phonetics(A),FA10,79,43,86.0%,83.7%,3.85,B+(3.67),B+(3.50)
"Levy,Roger",LIGN165-ComputationalLinguistics(A),FA10,14,4,100.0%,100.0%,6.00,A-(3.75),N/A
"Ackerman,Farrell",LIGN176-Language/Politics&Advertising(A),FA10,83,41,95.1%,90.2%,4.45,B+(3.42),B(3.20)
"Kluender,Robert",LIGN179-SecondLangAcquisitionResrc(A),FA10,50,29,89.7%,89.7%,6.91,B+(3.33),B(3.23)
"Kluender,Robert",LIGN181-LangProcessingintheBrain(A),FA10,16,8,87.5%,87.5%,8.25,B+(3.63),N/A
"Mayberry,Rachel",LIGN7-SignLanguageanditsCulture(A),FA10,178,112,78.4%,73.9%,3.65,B+(3.36),B-(2.85)
"Moore,JohnC.",LIGN87-FreshmanSeminar(A),FA10,11,8,100.0%,100.0%,0.75,A(4.00),N/A
"Goodall,GrantTodd",LIGN87-FreshmanSeminar(B),FA10,17,13,91.7%,92.3%,0.81,A(4.00),N/A
"Alicio,Atilio",LIHL112-FilipinoforFilipinoSpeakers(A),FA10,20,9,100.0%,100.0%,4.72,B+(3.67),B+(3.44)
"Hill,KimloanT.V.",LIHL114-VietnameseforVietnSpeakers(A),FA10,24,13,100.0%,92.3%,4.50,B+(3.57),B(3.29)
"Hill,KimloanT.V.",LIHL114-VietnameseforVietnSpeakers(B),FA10,14,8,87.5%,100.0%,5.25,B+(3.50),B(3.29)
"Kim,Boyoung",LIHL115-KoreanforKoreanSpeakers(A),FA10,19,14,92.9%,92.9%,5.64,A-(3.92),N/A
"Akjeje,Abdelhak",LIHL116-ArabicforArabicSpeakers(A),FA10,13,10,90.0%,80.0%,5.10,B+(3.50),N/A
"Sadegholvad,Elham",LIHL117-PersianforPersianSpeakers(A),FA10,21,7,100.0%,100.0%,2.50,A(4.00),A-(3.75)
"Alicio,Atilio",LIHL132-AdvFilipinoforFilipSpeaker(A),FA10,12,5,100.0%,100.0%,2.90,B+(3.40),N/A
"Hill,KimloanT.V.",LIHL134-AdvVietnameseforVietSpeakr(A),FA10,25,9,88.9%,100.0%,4.94,B+(3.57),B+(3.44)
"Chung,YounAh",LIHL135-AdvKoreanforKoreanSpeakers(A),FA10,21,6,100.0%,100.0%,9.17,A-(3.80),N/A
"Riebeling,Elke",LIIT1DX-AnalysisofItalian(A),FA10,14,5,100.0%,100.0%,3.70,A(4.00),N/A
"Paladini,Denise",LIPO15-IntBrazilianPortug:SocMvmt(A),FA10,8,4,100.0%,100.0%,2.50,A(4.00),N/A
"MunozSanchez,Alicia",LISP15-IntermediateSpanish/SocSci(A),FA10,16,10,90.0%,100.0%,2.10,A-(3.86),B+(3.65)
"MunozSanchez,Alicia",LISP15-IntermediateSpanish/SocSci(B),FA10,15,6,100.0%,100.0%,2.17,A(4.00),B+(3.65)
"MunozSanchez,Alicia",LISP15-IntermediateSpanish/SocSci(C),FA10,18,9,88.9%,100.0%,1.83,B+(3.57),B+(3.65)
"Moore,JohnC.",LIGN147GS-SpanishDialectology(A),SU10,24,8,100.0%,100.0%,3.00,A-(3.88),N/A
"Moore,JohnC.",LIGN187GS-ArtLang&Culture-Flamenco(A),SU10,24,8,100.0%,100.0%,2.75,A-(3.88),N/A
"Schane,SanfordA.",LIGN105-LawandLanguage(A),SP10,93,43,93.0%,93.0%,4.93,B+(3.40),B(3.14)
"Ackerman,Farrell",LIGN120-Morphology(A),SP10,68,43,86.0%,88.1%,3.90,B+(3.63),B(3.23)
"Caponigro,Ivano",LIGN130-Semantics(A),SP10,54,44,97.6%,100.0%,3.98,B+(3.48),B(3.29)
"Moore,JohnC.",LIGN143-TheStructureofSpanish(A),SP10,56,34,93.9%,100.0%,5.83,A-(3.71),B+(3.44)
"Lott,MargaretS.",LIGN144-DiscourseAnalysis:ASLPoetr(A),SP10,26,20,90.0%,95.0%,3.40,B+(3.47),B+(3.35)
"Levy,Roger",LIGN170-Psycholinguistics(A),SP10,49,35,88.6%,80.0%,5.56,B+(3.67),B+(3.52)
"Caballero,GabrielaHernandez",LIGN8-Languages&Cultures/America(A),SP10,128,79,80.8%,76.9%,3.18,B+(3.34),B(3.03)
"Goodall,GrantTodd",LIGN87-FreshmanSeminar(A),SP10,11,6,100.0%,100.0%,0.50,N/A,N/A
"Bakovic,EricJohn",LIGN87-FreshmanSeminar(B),SP10,13,6,100.0%,100.0%,0.83,A(4.00),N/A
"Alicio,Atilio",LIHL112-FilipinoforFilipinoSpeakers(A),SP10,24,11,100.0%,100.0%,3.05,A-(3.80),B+(3.64)
"Hill,KimloanT.V.",LIHL114-VietnameseforVietnSpeakers(A),SP10,26,18,100.0%,94.1%,4.06,B+(3.47),B+(3.46)
"Hill,KimloanT.V.",LIHL114-VietnameseforVietnSpeakers(B),SP10,19,18,100.0%,100.0%,4.50,B+(3.69),B+(3.46)
"Kehler,AndrewScott",LIHL115-KoreanforKoreanSpeakers(A),SP10,19,14,100.0%,92.9%,5.07,B+(3.58),N/A
"Akjeje,Abdelhak",LIHL116-ArabicforArabicSpeakers(A),SP10,14,3,100.0%,66.7%,9.83,A(4.00),N/A
"Sadegholvad,Elham",LIHL117-PersianforPersianSpeakers(A),SP10,15,10,100.0%,100.0%,2.90,A-(3.78),N/A
"Alicio,Atilio",LIHL132-AdvFilipinoforFilipSpeaker(A),SP10,18,7,100.0%,100.0%,3.07,A(4.00),N/A
"Kehler,AndrewScott",LIHL135-AdvKoreanforKoreanSpeakers(A),SP10,21,6,83.3%,83.3%,3.17,B+(3.50),B+(3.58)
"Paladini,Denise",LIPO17-IntBrazilPortug:Ethnicity(A),SP10,17,6,100.0%,100.0%,1.50,A(4.00),N/A
"Ackerman,Farrell",LIGN101-Introduction/StudyofLanguage(A),WI10,79,34,97.1%,85.3%,4.62,B+(3.40),B+(3.51)
"Bakovic,EricJohn",LIGN111-PhonologyI(A),WI10,42,39,89.7%,94.9%,6.45,B(3.16),B(3.12)
"MunozSanchez,Alicia",LIGN119-1st&2ndLangLrn:ChildtoAdol(A),WI10,90,54,90.7%,96.3%,3.46,B+(3.63),B(3.13)
"Fukuda,Shinichiro",LIGN121-SyntaxI(A),WI10,56,41,85.4%,90.2%,6.75,B+(3.33),B-(2.96)
"Mayberry,Rachel",LIGN140-TheStructureofA.S.L.(A),WI10,32,21,23.8%,28.6%,4.79,B(3.00),B(3.17)
"Kluender,Robert",LIGN155-EvolutionofLanguage(A),WI10,20,17,76.5%,100.0%,6.38,B+(3.56),B+(3.35)
"Kehler,AndrewScott",LIGN17-MakingandBreakingCodes(A),WI10,196,84,95.2%,97.6%,3.00,B+(3.55),B-(2.99)
"Arvaniti,Amalia",LIGN174-Gender&LanguageinSociety(A),WI10,182,92,83.7%,81.5%,4.46,B+(3.50),B+(3.34)
"Kluender,Robert",LIGN4-LanguageasaCognitiveSystem(A),WI10,93,62,75.8%,91.9%,4.93,B(3.05),B-(2.97)
"Alicio,Atilio",LIHL112-FilipinoforFilipinoSpeakers(A),WI10,25,13,92.3%,100.0%,5.12,A-(3.70),B+(3.59)
"Hill,KimloanT.V.",LIHL114-VietnameseforVietnSpeakers(A),WI10,26,10,100.0%,100.0%,4.30,B+(3.63),B+(3.46)
"Hill,KimloanT.V.",LIHL114-VietnameseforVietnSpeakers(B),WI10,15,9,100.0%,100.0%,5.83,A-(3.75),B+(3.46)
,LIHL115-KoreanforKoreanSpeakers(A),WI10,23,8,100.0%,100.0%,4.75,A-(3.83),N/A
"Akjeje,Abdelhak",LIHL116-ArabicforArabicSpeakers(A),WI10,12,5,80.0%,80.0%,6.90,B+(3.50),N/A
"Sadegholvad,Elham",LIHL117-PersianforPersianSpeakers(A),WI10,16,6,100.0%,100.0%,1.83,B+(3.67),N/A
"Alicio,Atilio",LIHL132-AdvFilipinoforFilipSpeaker(A),WI10,13,5,100.0%,100.0%,2.90,A-(3.75),N/A
"Hill,KimloanT.V.",LIHL134-AdvVietnameseforVietSpeakr(A),WI10,10,6,100.0%,100.0%,5.17,A-(3.83),N/A
,LIHL135-AdvKoreanforKoreanSpeakers(A),WI10,30,5,80.0%,100.0%,2.90,A-(3.80),N/A
"Levy,Roger",LIGN101-Introduction/StudyofLanguage(A),FA09,90,68,88.2%,100.0%,4.17,B(3.26),B(3.20)
"Arvaniti,Amalia",LIGN110-Phonetics(A),FA09,66,46,91.3%,80.4%,2.41,B+(3.60),B+(3.61)
"Kluender,Robert",LIGN172-LanguageandtheBrain(A),FA09,43,23,95.5%,100.0%,5.07,B+(3.35),B(3.18)
"Ackerman,Farrell",LIGN176-Language/Politics&Advertising(A),FA09,70,39,97.4%,97.4%,4.08,B+(3.67),B+(3.36)
"Rose,Sharon",LIGN177-Multilingualism(A),FA09,54,26,88.5%,96.2%,3.19,B+(3.56),B-(2.86)
"Kluender,Robert",LIGN180-LanguageandtheBrain(A),FA09,43,23,95.5%,100.0%,5.07,B+(3.35),B(3.18)
"Mayberry,Rachel",LIGN7-SignLanguageanditsCulture(A),FA09,204,92,73.6%,80.0%,2.48,B+(3.40),B(3.01)
"Moore,JohnC.",LIGN87-FreshmanSeminar(A),FA09,9,8,87.5%,100.0%,0.50,A(4.00),N/A
"Alicio,Atilio",LIHL112-FilipinoforFilipinoSpeakers(A),FA09,19,16,100.0%,100.0%,2.88,B+(3.38),N/A
"Hill,KimloanT.V.",LIHL114-VietnameseforVietnSpeakers(A),FA09,26,19,100.0%,100.0%,3.83,B+(3.56),B(3.26)
"Hill,KimloanT.V.",LIHL114-VietnameseforVietnSpeakers(B),FA09,15,10,100.0%,100.0%,2.06,B+(3.44),B(3.26)
"Kim,Boyoung",LIHL115-KoreanforKoreanSpeakers(A),FA09,23,21,100.0%,100.0%,3.83,A(4.00),N/A
"Sadegholvad,Elham",LIHL117-PersianforPersianSpeakers(A),FA09,15,6,100.0%,100.0%,3.83,A(4.00),N/A
"Alicio,Atilio",LIHL132-AdvFilipinoforFilipSpeaker(A),FA09,8,7,100.0%,100.0%,4.21,A-(3.86),N/A
"Hill,KimloanT.V.",LIHL134-AdvVietnameseforVietSpeakr(A),FA09,17,15,100.0%,86.7%,4.50,A-(3.77),N/A
"Park,Jeehyun",LIHL135-AdvKoreanforKoreanSpeakers(A),FA09,33,20,84.2%,89.5%,3.55,A-(3.85),N/A
,LIHL137-AdvPersianforPersnSpeakers(A),FA09,9,9,100.0%,100.0%,7.25,A-(3.88),N/A
"MunozSanchez,Alicia",LISP15-IntermediateSpanish/SocSci(A),FA09,13,8,100.0%,100.0%,1.00,A-(3.88),B+(3.58)
"MunozSanchez,Alicia",LISP15-IntermediateSpanish/SocSci(B),FA09,13,13,100.0%,100.0%,1.30,A-(3.78),B+(3.58)
"Moore,JohnC.",LIGN147GS-SpanishDialectology(A),SU09,23,6,100.0%,100.0%,3.83,A(4.00),N/A
"Moore,JohnC.",LIGN187GS-ArtLang&Culture-Flamenco(A),SU09,23,4,100.0%,100.0%,3.50,A(4.00),N/A
"Kilpatrick,CynthiaDiane",LIGN101-Introduction/StudyofLanguage(A),SP09,72,52,96.1%,98.1%,3.42,B+(3.60),B(3.05)
"Schane,SanfordA.",LIGN105-LawandLanguage(A),SP09,72,56,92.0%,90.6%,3.88,B+(3.42),B-(2.92)
"Ackerman,Farrell",LIGN120-Morphology(A),SP09,50,28,78.6%,89.3%,4.79,B+(3.48),B(3.27)
"Caponigro,Ivano",LIGN130-Semantics(A),SP09,47,41,97.5%,100.0%,3.55,B+(3.38),B(3.20)
"Lott,MargaretS.",LIGN146-Sociolinguistics/DeafCommunit(A),SP09,28,25,100.0%,100.0%,3.30,B+(3.52),B+(3.46)
"Levy,Roger",LIGN170-Psycholinguistics(A),SP09,35,24,66.7%,95.8%,4.33,B+(3.33),B+(3.41)
"Ackerman,Farrell",LIGN176-Language/Politics&Advertising(A),SP09,61,32,90.3%,96.7%,4.03,A-(3.70),B(3.22)
"Schane,SanfordA.",LIGN192-SeniorSeminarinLinguistics(A),SP09,9,8,100.0%,100.0%,2.00,N/A,N/A
"Bakovic,EricJohn",LIGN8-Languages&Cultures/America(A),SP09,251,102,82.8%,85.9%,2.62,B+(3.65),B(3.27)
"Moore,JohnC.",LIGN87-FreshmanSeminar(A),SP09,16,11,90.9%,100.0%,0.50,N/A,N/A
"Alicio,Atilio",LIHL112-FilipinoforFilipinoSpeakers(A),SP09,18,16,100.0%,100.0%,4.25,A-(3.83),N/A
"Hill,KimloanT.V.",LIHL114-VietnameseforVietnSpeakers(A),SP09,27,24,100.0%,100.0%,3.17,B+(3.50),B(3.20)
"Hill,KimloanT.V.",LIHL114-VietnameseforVietnSpeakers(B),SP09,27,22,95.2%,100.0%,4.05,B+(3.61),B(3.20)
"Kim,Boyoung",LIHL115-KoreanforKoreanSpeakers(A),SP09,32,28,84.6%,64.0%,4.00,A-(3.81),N/A
"Akjeje,Abdelhak",LIHL116-ArabicforArabicSpeakers(A),SP09,17,15,78.6%,57.1%,3.21,A(4.00),N/A
"Sadegholvad,Elham",LIHL117-PersianforPersianSpeakers(A),SP09,15,12,100.0%,100.0%,4.50,A-(3.82),N/A
"Alicio,Atilio",LIHL132-AdvFilipinoforFilipSpeaker(A),SP09,13,12,100.0%,100.0%,2.00,A-(3.80),N/A
"Sadegholvad,Elham",LIHL137-AdvPersianforPersnSpeakers(A),SP09,11,10,100.0%,100.0%,3.10,A(4.00),N/A
"Caponigro,Ivano",LIGN101-Introduction/StudyofLanguage(A),WI09,75,37,89.2%,91.7%,4.22,B(3.21),C+(2.47)
"Rose,Sharon",LIGN108-LanguagesofAfrica(A),WI09,33,23,87.0%,95.7%,3.63,B+(3.57),B+(3.37)
"Rose,Sharon",LIGN111-PhonologyI(A),WI09,27,14,78.6%,78.6%,6.36,B(3.07),B(3.13)
"Goodall,GrantTodd",LIGN119-1st&2ndLangLrn:ChildtoAdol(A),WI09,67,25,92.0%,92.0%,2.90,B+(3.43),B-(2.84)
"Moore,JohnC.",LIGN121-SyntaxI(A),WI09,38,20,90.0%,95.0%,8.20,B+(3.47),B-(2.92)
"Kehler,AndrewScott",LIGN17-MakingandBreakingCodes(A),WI09,192,108,97.2%,100.0%,2.54,B+(3.48),B-(2.98)
"Mayberry,Rachel",LIGN171-ChildLanguageAcquisition(A),WI09,64,46,87.0%,68.9%,3.89,B+(3.34),B-(2.99)
"Arvaniti,Amalia",LIGN174-Gender&LanguageinSociety(A),WI09,138,92,94.5%,92.3%,3.85,B+(3.49),B+(3.46)
"Kluender,Robert",LIGN4-LanguageasaCognitiveSystem(A),WI09,106,62,82.3%,96.8%,3.79,B(3.18),C+(2.42)
"Bakovic,EricJohn",LIGN87-FreshmanSeminar(A),WI09,14,13,91.7%,100.0%,0.81,N/A,N/A
"Alicio,Atilio",LIHL112-FilipinoforFilipinoSpeakers(A),WI09,19,17,93.8%,94.1%,2.85,B+(3.63),N/A
"Hill,KimloanT.V.",LIHL114-VietnameseforVietnSpeakers(A),WI09,22,22,100.0%,100.0%,3.14,B+(3.63),B(3.27)
"Hill,KimloanT.V.",LIHL114-VietnameseforVietnSpeakers(B),WI09,19,16,100.0%,100.0%,2.88,B+(3.62),B(3.27)
"Akjeje,Abdelhak",LIHL116-ArabicforArabicSpeakers(A),WI09,13,12,91.7%,100.0%,5.33,A-(3.90),N/A
"Sadegholvad,Elham",LIHL117-PersianforPersianSpeakers(A),WI09,16,15,92.9%,64.3%,3.97,A(4.00),N/A
"Alicio,Atilio",LIHL132-AdvFilipinoforFilipSpeaker(A),WI09,13,13,100.0%,100.0%,2.65,A-(3.92),N/A
"Hill,KimloanT.V.",LIHL134-AdvVietnameseforVietSpeakr(A),WI09,16,10,90.0%,90.0%,5.17,A-(3.89),N/A
"Levy,Roger",LIGN101-Introduction/StudyofLanguage(A),FA08,87,67,92.4%,93.9%,3.93,B+(3.40),B(3.11)
"Arvaniti,Amalia",LIGN110-Phonetics(A),FA08,50,30,79.3%,86.2%,3.10,B+(3.43),B+(3.39)
"Kluender,Robert",LIGN141-LanguageStructures(A),FA08,12,12,81.8%,91.7%,5.50,B(3.08),N/A
"Moore,JohnC.",LIGN150-HistoricalLinguistics(A),FA08,29,22,95.5%,90.9%,4.05,A-(3.76),A-(3.72)
"Kehler,AndrewScott",LIGN165-ComputationalLinguistics(A),FA08,23,15,73.3%,100.0%,4.37,B+(3.40),B(3.13)
"Kluender,Robert",LIGN179-SecondLangAcquisitionResrc(A),FA08,30,25,91.7%,100.0%,5.00,B(3.20),B(3.07)
"Mayberry,Rachel",LIGN7-SignLanguageanditsCulture(A),FA08,196,94,83.0%,83.0%,3.15,B+(3.45),B-(2.89)
"Kehler,AndrewScott",LIGN87-FreshmanSeminar(A),FA08,16,15,53.3%,71.4%,0.50,A(4.00),N/A
"Goodall,GrantTodd",LIGN87-FreshmanSeminar(B),FA08,17,15,93.3%,100.0%,0.77,N/A,N/A
"Goodall,GrantTodd",LIGN87-FreshmanSeminar(C),FA08,15,10,100.0%,100.0%,0.70,N/A,N/A
"Alicio,Atilio",LIHL112-FilipinoforFilipinoSpeakers(A),FA08,19,18,100.0%,100.0%,2.94,B+(3.64),N/A
"Hill,KimloanT.V.",LIHL114-VietnameseforVietnSpeakers(A),FA08,30,29,100.0%,96.6%,3.21,B+(3.67),B(3.28)
"Hill,KimloanT.V.",LIHL114-VietnameseforVietnSpeakers(B),FA08,17,13,100.0%,100.0%,3.12,B+(3.69),B(3.28)
"Kim,Boyoung",LIHL115-KoreanforKoreanSpeakers(A),FA08,33,29,96.6%,89.7%,3.31,A-(3.89),B+(3.67)
"Akjeje,Abdelhak",LIHL116-ArabicforArabicSpeakers(A),FA08,9,8,87.5%,87.5%,8.00,A(4.00),N/A
"Sadegholvad,Elham",LIHL117-PersianforPersianSpeakers(A),FA08,21,20,100.0%,100.0%,2.80,A-(3.95),B+(3.62)
"Alicio,Atilio",LIHL132-AdvFilipinoforFilipSpeaker(A),FA08,8,7,100.0%,100.0%,2.50,A-(3.83),N/A
"Hill,KimloanT.V.",LIHL134-AdvVietnameseforVietSpeakr(A),FA08,15,16,100.0%,93.8%,4.75,B+(3.69),N/A
"Moore,JohnC.",LIGN147GS-SpanishDialectology(A),SU08,10,10,90.0%,100.0%,3.50,A-(3.78),N/A
"Moore,JohnC.",LIGN187GS-ArtLang&Culture-Flemenco(A),SU08,10,10,100.0%,100.0%,3.61,A-(3.90),N/A
"Ackerman,Farrell",LIGN120-Morphology(A),SP08,35,14,92.9%,71.4%,5.36,B+(3.38),B(3.12)
"Caponigro,Ivano",LIGN130-Semantics(A),SP08,56,36,58.8%,85.7%,2.96,B+(3.50),B(3.03)
"Lott,MargaretS.",LIGN144-DiscourseAnalysis:ASLPoetr(A),SP08,22,17,94.1%,100.0%,3.68,B+(3.50),B(3.29)
