Instructor,Course,Term,Enroll,EvalsMade,RcmndClass,RcmndInstr,StudyHrs/wk,AvgGradeExpected,AvgGradeReceived
"VanNess,KarenClark",EDS150-CASPTransferIntroCourse(C),FA16,16,12,91.7%,91.7%,2.00,B+(3.67),N/A
"VanNess,KarenClark",EDS150-CASPTransferIntroCourse(D),FA16,15,12,100.0%,100.0%,2.33,A(4.00),N/A
"Bussey,ThomasJ",EDS31-IntroductntoTeachingScience(A),FA16,5,3,100.0%,100.0%,3.83,A(4.00),N/A
"Daly,AlanJ.",EDS50-CASPFroshIntroCourse(B),FA16,20,8,100.0%,100.0%,3.83,A(4.00),N/A
"Daly,AlanJ.",EDS50-CASPFroshIntroCourse(C),FA16,20,10,100.0%,100.0%,1.36,A(4.00),N/A
"Daly,AlanJ.",EDS50-CASPFroshIntroCourse(D),FA16,19,11,77.8%,88.9%,1.83,A(4.00),N/A
"Daly,AlanJ.",EDS50-CASPFroshIntroCourse(E),FA16,20,10,66.7%,88.9%,1.75,A-(3.75),N/A
"Daly,AlanJ.",EDS50-CASPFroshIntroCourse(F),FA16,18,12,66.7%,100.0%,2.72,B+(3.67),N/A
"Daly,AlanJ.",EDS50-CASPFroshIntroCourse(G),FA16,20,14,92.9%,92.9%,0.93,A(4.00),N/A
"Daly,AlanJ.",EDS50-CASPFroshIntroCourse(H),FA16,13,8,100.0%,85.7%,1.93,B+(3.60),N/A
"Daly,AlanJ.",EDS50-CASPFroshIntroCourse(I),FA16,20,11,100.0%,100.0%,2.00,B+(3.33),N/A
"Simon,ElizabethA",EDS87-FreshmanSeminar(A),FA16,11,5,100.0%,100.0%,1.30,A(4.00),N/A
"Cohen,ShanaR",EDS115-CogDevelopment&Education(A),S316,22,17,100.0%,93.8%,5.83,A(4.00),A-(3.93)
"Forbes,CherylA","EDS125-Hist,Polic&Theory/BilingualEd(A)",S316,26,11,100.0%,100.0%,11.95,A-(3.91),A-(3.93)
"Holtzman,CarenLynn",EDS128A-Intro/Teaching&Learning(Elem)(A),S316,18,13,91.7%,91.7%,11.00,A(4.00),N/A
"Bresser,BernardGeorge",EDS128B-Intro/Teaching&Learning(Elem)(A),S316,18,11,100.0%,100.0%,8.72,A(4.00),N/A
"Garcia,DanikaJuly",EDS20S-Intro/PrinciplesofLearning(A),S216,114,36,75.8%,90.9%,7.29,B(3.25),N/A
"Given,WilliamAllan",EDS21S-WritingandLearning(A),S216,11,8,71.4%,85.7%,7.93,N/A,N/A
"Coulter,JaneElisabeth",EDS21S-WritingandLearning(B),S216,9,5,100.0%,100.0%,7.17,N/A,N/A
"Hall,Tanya",EDS21S-WritingandLearning(D),S216,15,12,83.3%,100.0%,7.67,A(4.00),N/A
"Chapman,ThandekaK",EDS112-U.S.UrbanEducation(A),SP16,47,22,85.7%,95.2%,4.21,A-(3.89),A-(3.81)
"Contreras,FrancesE.",EDS113-Chicanas/os&LatinosinEdu(B),SP16,26,14,92.9%,100.0%,3.64,B+(3.50),A-(3.98)
"Jones,GabrielleAnastasia",EDS115-CogDevelopment&Education(A),SP16,56,36,97.0%,93.9%,2.81,A-(3.77),B+(3.66)
"Velasquez,Patrick",EDS116-Psych/Teach&Struc/Information(A),SP16,57,21,94.7%,94.7%,3.34,B+(3.67),N/A
"Jones,Makeba","EDS117-Language,Culture&Education(A)",SP16,73,26,92.0%,100.0%,4.34,A-(3.83),A-(3.91)
"Nguyen,HoaihuongT",EDS118-AdolescentDevlp&Education(A),SP16,22,10,100.0%,100.0%,3.50,A(4.00),A-(3.92)
"Forbes,CherylA","EDS125-Hist,Polic&Theory/BilingualEd(A)",SP16,54,17,88.2%,88.2%,5.56,A-(3.94),A-(3.85)
"Chapman,ThandekaK",EDS126-SocialOrganization/Education(A),SP16,50,13,92.3%,84.6%,3.27,B+(3.58),B+(3.35)
"Pappas,Elizabeth",EDS128B-Intro/Teaching&Learning(Elem)(A),SP16,39,21,100.0%,100.0%,4.69,A-(3.81),A-(3.80)
"Halter,ChristopherP.",EDS129C-Intro/Teach&Learn(Secondary)(A),SP16,67,26,96.0%,100.0%,3.22,A-(3.96),A-(3.95)
"Scharton,SusanMichelle",EDS130-Intro/AcadMent/ElemSchlStdn(A),SP16,38,27,88.5%,92.3%,6.50,A-(3.76),A-(3.74)
"Renner,NancyOwens",EDS132-HandsOnSeminar(A),SP16,11,5,100.0%,100.0%,4.10,A(4.00),N/A
"Chung,LuzMarina",EDS136-Intro/AcadTut/SecondSchlStd(A),SP16,59,31,92.9%,100.0%,5.61,A-(3.88),A-(3.94)
"Whiteside,LindaSue",EDS137-Intro/Discipl/SpecificTeachng(A),SP16,22,22,100.0%,100.0%,5.41,A-(3.95),A-(3.98)
"Jones,Makeba",EDS141-ActionResearchinPreK-12Edu(A),SP16,13,4,100.0%,100.0%,8.50,A-(3.75),N/A
"Velasquez,Patrick",EDS22-EducationinCuba(A),SP16,16,7,100.0%,100.0%,2.50,A(4.00),N/A
"Stevens,LauraJeanne",EDS30-IntroductiontoTeachingMath(B),SP16,9,5,100.0%,100.0%,1.70,A-(3.80),N/A
"Bussey,ThomasJ",EDS31-IntroductntoTeachingScience(A),SP16,3,3,100.0%,100.0%,2.50,A(4.00),N/A
"Chung,LuzMarina",EDS39-Prac/Sci&MathTeching/Learning(A),SP16,21,11,81.8%,100.0%,5.95,A(4.00),A-(3.85)
"Chapman,ThandekaK",EDS112-U.S.UrbanEducation(A),WI16,40,18,88.2%,94.1%,3.44,B+(3.69),B+(3.62)
"WishardGuerra,AlisonG.",EDS115-CogDevelopment&Education(A),WI16,54,25,100.0%,91.7%,3.63,A-(3.92),A-(3.87)
"Velasquez,Patrick",EDS116-Psych/Teach&Struc/Information(A),WI16,31,13,100.0%,100.0%,4.04,A(4.00),N/A
"Jones,Makeba","EDS117-Language,Culture&Education(A)",WI16,68,37,97.3%,97.3%,4.77,A-(3.91),A-(3.90)
"MunozSanchez,Alicia",EDS119-1st&2ndLangLrn:ChildtoAdol(A),WI16,22,12,83.3%,91.7%,3.33,B+(3.58),C+(2.66)
"Jones,GabrielleAnastasia","EDS125-Hist,Polic&Theory/BilingualEd(A)",WI16,44,28,82.1%,82.1%,5.00,A-(3.88),B+(3.60)
"Binder,Amy",EDS126-SocialOrganization/Education(A),WI16,37,21,100.0%,84.2%,4.06,B+(3.63),B(3.28)
"Bresser,BernardGeorge",EDS128A-Intro/Teaching&Learning(Elem)(A),WI16,41,24,100.0%,100.0%,6.33,A-(3.87),A-(3.82)
"Chavez,DeniseRivera",EDS129B-Intro/Teach&Learn(Secondary)(A),WI16,67,38,89.5%,68.4%,3.92,A-(3.95),A-(4.00)
"Holtzman,CarenLynn",EDS130-Intro/AcadMent/ElemSchlStdn(A),WI16,44,37,97.2%,97.2%,6.44,A-(3.97),A-(3.80)
"Chung,LuzMarina",EDS136-Intro/AcadTut/SecondSchlStd(A),WI16,37,35,97.1%,97.1%,6.56,A-(3.85),A-(3.72)
"Whiteside,LindaSue",EDS137-Intro/Discipl/SpecificTeachng(A),WI16,19,17,100.0%,94.1%,4.26,A-(3.94),N/A
"Chung,LuzMarina",EDS140-IssuesinPreK-12Education(A),WI16,15,5,100.0%,100.0%,6.10,B+(3.60),N/A
"Bussey,ThomasJ",EDS31-IntroductntoTeachingScience(A),WI16,9,7,85.7%,100.0%,1.93,A(4.00),N/A
"Chung,LuzMarina",EDS39-Prac/Sci&MathTeching/Learning(A),WI16,19,14,100.0%,100.0%,4.65,A-(3.92),N/A
"Jones,Makeba","EDS117-Language,Culture&Education(A)",FA15,69,27,96.3%,96.3%,4.35,A-(3.79),A-(4.00)
"Chung,LuzMarina","EDS117-Language,Culture&Education(B)",FA15,61,21,90.5%,90.5%,6.60,A-(3.90),A-(3.79)
"Nguyen,HoaihuongT",EDS118-AdolescentDevlp&Education(A),FA15,57,27,100.0%,96.3%,3.91,A-(3.96),A-(3.98)
"Allen,BobbieM","EDS125-Hist,Polic&Theory/BilingualEd(A)",FA15,62,52,94.2%,80.8%,4.10,A-(3.86),B+(3.68)
"Millstone,RachelDiana",EDS129A-Intro/Teach&Learn(Secondary)(A),FA15,59,24,100.0%,95.7%,5.20,A(4.00),A-(3.86)
"Holtzman,CarenLynn",EDS130-Intro/AcadMent/ElemSchlStdn(A),FA15,52,45,97.7%,97.7%,5.14,A-(3.84),A-(3.87)
"WishardGuerra,AlisonG.",EDS131-Intro/EarlyChildhoodEducatn(A),FA15,22,14,100.0%,100.0%,6.35,B+(3.62),A-(3.72)
"Jones,Makeba",EDS136-Intro/AcadTut/SecondSchlStd(A),FA15,56,46,100.0%,100.0%,5.95,A-(3.93),A-(3.98)
"Perez,JasonMagabo",EDS150-CASPTransferIntroCourse(A),FA15,35,23,91.3%,100.0%,4.50,A(4.00),N/A
"Simon,HarryLove",EDS50-CASPFroshIntroCourse(A),FA15,39,27,80.8%,96.2%,2.18,A-(3.82),N/A
"VanNess,KarenClark",EDS50-CASPFroshIntroCourse(B),FA15,31,16,84.6%,92.3%,2.65,A-(3.71),N/A
"WishardGuerra,AlisonG.",EDS115-CogDevelopment&Education(A),S315,28,13,91.7%,100.0%,9.17,A-(3.92),A-(3.86)
"Nielsen,KellyJ","EDS117-Language,Culture&Education(A)",S315,37,10,100.0%,90.0%,9.90,A(4.00),A-(3.95)
"Forbes,CherylA","EDS125-Hist,Polic&Theory/BilingualEd(A)",S315,34,18,100.0%,100.0%,11.17,A(4.00),A-(3.93)
"Holtzman,CarenLynn",EDS128A-Intro/Teaching&Learning(Elem)(A),S315,27,17,94.1%,94.1%,10.03,A-(3.82),A-(3.86)
"Bresser,BernardGeorge",EDS128B-Intro/Teaching&Learning(Elem)(A),S315,27,11,100.0%,100.0%,9.30,A-(3.91),A-(3.95)
"Garcia,DanikaJuly",EDS20S-Intro/PrinciplesofLearning(A),S215,185,91,88.9%,93.3%,6.90,B(3.14),N/A
"Bauer,HollyJean",EDS21S-WritingandLearning(A),S215,66,40,75.0%,83.3%,7.59,B(3.29),N/A
"Chapman,ThandekaK",EDS112-U.S.UrbanEducation(A),SP15,40,17,94.1%,88.2%,3.88,A-(3.82),B+(3.55)
"Contreras,FrancesE.",EDS113-Chicanas/os&LatinosinEdu(A),SP15,23,8,100.0%,100.0%,3.64,B+(3.57),A-(3.72)
"Velasquez,Patrick",EDS116-Psych/Teach&Struc/Information(A),SP15,45,19,94.1%,100.0%,4.50,A(4.00),N/A
"Jones,Makeba","EDS117-Language,Culture&Education(A)",SP15,78,35,100.0%,100.0%,4.62,A-(3.94),A-(3.82)
"Forbes,CherylA","EDS125-Hist,Polic&Theory/BilingualEd(A)",SP15,36,12,83.3%,75.0%,4.33,A-(3.75),A-(3.70)
"Chapman,ThandekaK",EDS126-SocialOrganization/Education(A),SP15,33,9,75.0%,100.0%,3.64,B+(3.67),A-(3.74)
"Forbes,CherylA",EDS128B-Intro/Teaching&Learning(Elem)(A),SP15,38,19,94.1%,82.4%,4.97,A-(3.94),B+(3.62)
"Halter,ChristopherP.",EDS129C-Intro/Teach&Learn(Secondary)(A),SP15,47,18,100.0%,100.0%,3.83,A-(3.93),A-(3.92)
"Scharton,SusanMichelle",EDS130-Intro/AcadMent/ElemSchlStdn(A),SP15,53,36,94.3%,82.9%,5.50,A-(3.85),B+(3.50)
"Renner,NancyOwens",EDS132-HandsOnSeminar(A),SP15,7,4,100.0%,100.0%,5.17,A(4.00),N/A
"Chung,LuzMarina",EDS136-Intro/AcadTut/SecondSchlStd(A),SP15,45,40,100.0%,100.0%,7.40,A-(3.79),A-(3.73)
"Whiteside,LindaSue",EDS137-Intro/Discipl/SpecificTeachng(A),SP15,29,28,100.0%,100.0%,4.96,A-(3.89),A(4.00)
"Jones,Makeba",EDS141-ActionResearchinPreK-12Edu(A),SP15,7,5,100.0%,100.0%,5.70,A(4.00),N/A
"Stevens,LauraJeanne",EDS30-IntroductiontoTeachingMath(A),SP15,9,5,100.0%,100.0%,2.90,B+(3.60),N/A
"Chung,LuzMarina",EDS39-Prac/Sci&MathTeching/Learning(A),SP15,11,6,100.0%,100.0%,4.50,A(4.00),N/A
"Chapman,ThandekaK",EDS112-U.S.UrbanEducation(A),WI15,28,10,100.0%,100.0%,3.30,A-(3.70),A-(3.86)
"Velasquez,Patrick",EDS116-Psych/Teach&Struc/Information(A),WI15,27,13,100.0%,100.0%,3.12,B+(3.50),N/A
"Jones,Makeba","EDS117-Language,Culture&Education(A)",WI15,68,28,96.4%,100.0%,5.17,A-(3.92),A-(3.86)
"Pollock,Mica","EDS117-Language,Culture&Education(B)",WI15,64,30,83.3%,93.3%,4.03,A-(3.84),A-(3.84)
"Cohen,ShanaR",EDS118-AdolescentDevlp&Education(A),WI15,28,21,100.0%,89.5%,3.55,A-(3.95),A-(3.79)
"MunozSanchez,Alicia",EDS119-1st&2ndLangLrn:ChildtoAdol(A),WI15,28,13,100.0%,84.6%,4.04,B(3.27),B-(2.91)
"Jones,Makeba",EDS126-SocialOrganization/Education(A),WI15,67,29,100.0%,100.0%,3.95,A-(3.93),A-(3.89)
"Bresser,BernardGeorge",EDS128A-Intro/Teaching&Learning(Elem)(A),WI15,40,19,100.0%,100.0%,5.83,A(4.00),A-(3.96)
"Sewall,MarciaDeVore",EDS129B-Intro/Teach&Learn(Secondary)(A),WI15,48,40,97.4%,97.4%,3.97,A-(3.95),A-(3.83)
"Holtzman,CarenLynn",EDS130-Intro/AcadMent/ElemSchlStdn(A),WI15,54,41,100.0%,100.0%,5.35,A-(3.95),A-(3.92)
"WishardGuerra,AlisonG.",EDS131-Intro/EarlyChildhoodEducatn(A),WI15,25,5,100.0%,80.0%,5.30,A(4.00),B+(3.49)
"Chung,LuzMarina",EDS136-Intro/AcadTut/SecondSchlStd(A),WI15,43,37,94.4%,97.2%,5.83,A-(3.89),A-(3.86)
"Harel,Guershon",EDS30-IntroductiontoTeachingMath(A),WI15,5,4,75.0%,50.0%,1.50,B(3.25),N/A
"Chung,LuzMarina",EDS39-Prac/Sci&MathTeching/Learning(A),WI15,14,9,100.0%,100.0%,3.50,B+(3.57),N/A
"WishardGuerra,AlisonG.",EDS115-CogDevelopment&Education(A),FA14,57,26,85.7%,71.4%,4.02,A-(3.90),B+(3.64)
"Velasquez,Patrick",EDS116-Psych/Teach&Struc/Information(A),FA14,9,6,100.0%,100.0%,2.50,A(4.00),N/A
"Chung,LuzMarina","EDS117-Language,Culture&Education(A)",FA14,80,37,91.4%,94.3%,5.79,A-(3.71),B+(3.64)
"Jones,Makeba","EDS117-Language,Culture&Education(B)",FA14,59,22,95.2%,95.2%,5.83,A-(3.94),A-(3.95)
"Allen,BobbieM","EDS125-Hist,Polic&Theory/BilingualEd(A)",FA14,66,31,76.7%,66.7%,4.09,A-(3.96),A-(3.93)
"Binder,Amy",EDS126-SocialOrganization/Education(A),FA14,52,20,90.0%,85.0%,5.20,B+(3.37),B(3.01)
"Millstone,RachelDiana",EDS129A-Intro/Teach&Learn(Secondary)(A),FA14,42,18,94.1%,100.0%,5.50,A-(3.94),A-(3.87)
"Holtzman,CarenLynn",EDS130-Intro/AcadMent/ElemSchlStdn(A),FA14,58,32,87.1%,90.3%,4.89,A-(3.93),A-(3.83)
"Jones,Makeba",EDS136-Intro/AcadTut/SecondSchlStd(A),FA14,36,31,93.5%,96.8%,5.73,A-(3.93),A-(3.79)
"Whiteside,LindaSue",EDS137-Intro/Discipl/SpecificTeachng(A),FA14,15,14,100.0%,100.0%,6.07,A(4.00),N/A
"Goldston,JenniferAnne",EDS115-CogDevelopment&Education(A),S314,21,5,100.0%,100.0%,6.50,A(4.00),A-(3.78)
"Jones,Makeba","EDS117-Language,Culture&Education(A)",S314,33,7,100.0%,100.0%,8.50,A(4.00),A-(3.96)
"Forbes,CherylA","EDS125-Hist,Polic&Theory/BilingualEd(A)",S314,30,16,100.0%,100.0%,9.30,A(4.00),A-(3.92)
"Bresser,BernardGeorge",EDS128A-Intro/Teaching&Learning(Elem)(A),S314,18,18,100.0%,100.0%,9.61,A(4.00),N/A
"Holtzman,CarenLynn",EDS128B-Intro/Teaching&Learning(Elem)(A),S314,18,9,100.0%,100.0%,9.83,A(4.00),N/A
"Velasquez,Patrick",EDS20S-Intro/PrinciplesofLearning(A),S214,164,67,92.5%,98.5%,7.05,B-(2.88),N/A
"Chapman,ThandekaK",EDS112-U.S.UrbanEducation(A),SP14,20,8,100.0%,100.0%,3.00,A(4.00),B+(3.41)
"Velasquez,Patrick",EDS116-Psych/Teach&Struc/Information(A),SP14,38,22,90.9%,95.5%,2.86,A(4.00),N/A
"Jones,Makeba","EDS117-Language,Culture&Education(A)",SP14,78,32,96.8%,100.0%,4.30,A-(3.90),A-(3.83)
"Sarda,ZoltanGerhardt",EDS118-AdolescentDevlp&Education(A),SP14,45,16,100.0%,93.8%,3.88,A-(3.87),A-(3.84)
"Chapman,ThandekaK",EDS126-SocialOrganization/Education(A),SP14,31,13,92.3%,92.3%,4.81,B+(3.62),B+(3.49)
"Holtzman,CarenLynn",EDS128B-Intro/Teaching&Learning(Elem)(A),SP14,36,34,100.0%,93.9%,5.05,A-(3.72),B+(3.67)
"Halter,ChristopherP.",EDS129C-Intro/Teach&Learn(Secondary)(A),SP14,39,13,100.0%,100.0%,5.27,B+(3.67),A-(3.90)
"Scharton,SusanMichelle",EDS130-Intro/AcadMent/ElemSchlStdn(A),SP14,60,21,89.5%,89.5%,6.50,A(4.00),A-(3.72)
"Chung,LuzMarina",EDS136-Intro/AcadTut/SecondSchlStd(A),SP14,46,38,100.0%,100.0%,5.69,A-(3.86),A-(3.80)
"Chung,LuzMarina",EDS138-Intro/AcadTutor/ChartrSchool(A),SP14,21,5,100.0%,100.0%,5.30,A-(3.80),B+(3.62)
"Jones,Makeba",EDS141-ActionResearchinPreK-12Edu(A),SP14,9,4,100.0%,100.0%,9.50,A(4.00),N/A
"Stevens,LauraJeanne",EDS30-IntroductiontoTeachingMath(A),SP14,7,5,100.0%,100.0%,0.50,A(4.00),N/A
"Chung,LuzMarina",EDS39-Prac/Sci&MathTeching/Learning(A),SP14,12,7,100.0%,100.0%,3.93,A(4.00),N/A
"Chapman,ThandekaK",EDS112-U.S.UrbanEducation(A),WI14,18,9,100.0%,100.0%,3.83,A-(3.89),A-(3.94)
"Levin,James",EDS114-CognDevelp&IntractvComptEnv(A),WI14,15,10,80.0%,90.0%,2.70,A-(3.80),A-(3.98)
"WishardGuerra,AlisonG.",EDS115-CogDevelopment&Education(A),WI14,52,20,84.2%,89.5%,4.03,B+(3.65),B+(3.65)
"Velasquez,Patrick",EDS116-Psych/Teach&Struc/Information(A),WI14,17,7,100.0%,100.0%,4.17,N/A,N/A
"Gallagher-Geurtsen,TriciaMeghan","EDS117-Language,Culture&Education(A)",WI14,64,31,83.9%,80.6%,6.69,B+(3.62),B+(3.67)
"MunozSanchez,Alicia",EDS119-1st&2ndLangLrn:ChildtoAdol(A),WI14,47,19,83.3%,100.0%,4.28,B+(3.33),B-(2.91)
"Jones,Makeba",EDS126-SocialOrganization/Education(A),WI14,39,15,100.0%,100.0%,3.12,A-(3.93),A-(3.90)
"Bresser,BernardGeorge",EDS128A-Intro/Teaching&Learning(Elem)(A),WI14,41,23,95.5%,100.0%,5.05,A-(3.86),A-(3.90)
"Sewall,MarciaDeVore",EDS129B-Intro/Teach&Learn(Secondary)(A),WI14,40,37,94.6%,97.3%,5.09,A-(3.83),A-(3.72)
"Jones,Makeba",EDS130-Intro/AcadMent/ElemSchlStdn(A),WI14,58,21,100.0%,100.0%,5.39,A-(3.87),A-(3.96)
"Chung,LuzMarina",EDS136-Intro/AcadTut/SecondSchlStd(A),WI14,35,30,92.6%,100.0%,5.46,A-(3.89),B+(3.67)
"Whiteside,LindaSue",EDS137-Intro/Discipl/SpecificTeachng(A),WI14,13,13,100.0%,100.0%,2.83,A-(3.82),A-(3.81)
"Chung,LuzMarina",EDS140-IssuesinPreK-12Education(A),WI14,12,5,100.0%,100.0%,6.50,A-(3.80),A-(3.92)
"Stevens,LauraJeanette",EDS30-IntroductiontoTeachingMath(A),WI14,7,3,100.0%,100.0%,1.83,A(4.00),N/A
"Chung,LuzMarina",EDS39-Prac/Sci&MathTeching/Learning(A),WI14,19,12,100.0%,100.0%,3.50,A-(3.91),A(4.00)
"Halter,ChristopherP.",EDS114-CognDevelp&IntractvComptEnv(A),FA13,17,8,100.0%,100.0%,5.93,A-(3.86),N/A
"Velasquez,Patrick",EDS116-Psych/Teach&Struc/Information(A),FA13,12,9,88.9%,88.9%,2.94,A(4.00),N/A
"Chung,LuzMarina","EDS117-Language,Culture&Education(A)",FA13,83,40,89.7%,94.9%,7.24,B+(3.69),B+(3.59)
"Allen,BobbieM","EDS125-Hist,Polic&Theory/BilingualEd(A)",FA13,62,30,89.7%,96.6%,3.88,A-(3.86),A-(3.91)
"Binder,Amy",EDS126-SocialOrganization/Education(A),FA13,19,9,100.0%,100.0%,4.72,B+(3.44),N/A
"Millstone,RachelDiana",EDS129A-Intro/Teach&Learn(Secondary)(A),FA13,34,12,100.0%,100.0%,5.17,B+(3.58),B+(3.45)
"Holtzman,CarenLynn",EDS130-Intro/AcadMent/ElemSchlStdn(A),FA13,58,43,93.0%,100.0%,4.83,A-(3.83),A-(3.77)
"WishardGuerra,AlisonG.",EDS131-Intro/EarlyChildhoodEducatn(A),FA13,30,23,100.0%,86.4%,5.95,A-(3.89),B+(3.67)
"Jones,Makeba",EDS136-Intro/AcadTut/SecondSchlStd(A),FA13,25,23,91.3%,100.0%,6.50,A-(3.90),A-(3.76)
"Whiteside,LindaSue",EDS137-Intro/Discipl/SpecificTeachng(A),FA13,10,10,100.0%,100.0%,6.30,A(4.00),N/A
"Wilson,JudyC",EDS115-CogDevelopment&Education(A),S313,29,9,37.5%,37.5%,12.79,B+(3.39),B+(3.39)
"Nielsen,KellyJ","EDS117-Language,Culture&Education(A)",S313,26,8,75.0%,87.5%,11.25,A(4.00),B+(3.50)
"Forbes,CherylA","EDS125-Hist,Polic&Theory/BilingualEd(A)",S313,32,9,66.7%,100.0%,9.39,A(4.00),A-(3.91)
"Holtzman,CarenLynn",EDS128A-Intro/Teaching&Learning(Elem)(A),S313,23,6,100.0%,100.0%,13.70,A(4.00),A-(3.84)
"Bresser,BernardGeorge",EDS128B-Intro/Teaching&Learning(Elem)(A),S313,23,6,83.3%,83.3%,16.50,A(4.00),A(4.00)
"Goodman,JeremyScott",EDS20S-Intro/PrinciplesofLearning(A),S213,149,62,86.4%,98.3%,8.25,B+(3.47),N/A
"Halter,ChristopherP.",EDS114-CognDevelp&IntractvComptEnv(A),SP13,25,9,88.9%,100.0%,8.25,A-(3.71),A-(3.80)
"Velasquez,Patrick",EDS116-Psych/Teach&Struc/Information(A),SP13,29,15,100.0%,100.0%,2.79,A(4.00),N/A
"Jones,Makeba","EDS117-Language,Culture&Education(B)",SP13,45,24,100.0%,100.0%,6.15,A-(3.73),A-(3.77)
"Chapman,ThandekaK",EDS126-SocialOrganization/Education(A),SP13,34,13,69.2%,84.6%,4.50,B+(3.58),B+(3.48)
"Holtzman,CarenLynn",EDS128B-Intro/Teaching&Learning(Elem)(A),SP13,32,27,92.6%,92.6%,5.61,A-(3.88),A-(3.81)
"Butler,ElizabethAnnette",EDS129C-Intro/Teach&Learn(Secondary)(A),SP13,37,28,82.1%,78.6%,6.00,B+(3.64),B+(3.51)
"Scharton,SusanMichelle",EDS130-Intro/AcadMent/ElemSchlStdn(A),SP13,51,17,100.0%,94.1%,7.50,A-(3.94),B+(3.67)
"Chung,LuzMarina",EDS136-Intro/AcadTut/SecondSchlStd(A),SP13,40,20,100.0%,100.0%,6.82,A-(3.72),A-(3.93)
"Barraugh,AndreaLynn",EDS137-Intro/Discipl/SpecificTeachng(A),SP13,13,5,100.0%,100.0%,5.30,A-(3.75),N/A
"Jones,Makeba",EDS137-Intro/Discipl/SpecificTeachng(B),SP13,7,4,100.0%,100.0%,15.50,A(4.00),N/A
"Chung,LuzMarina",EDS138-Intro/AcadTutor/ChartrSchool(A),SP13,15,6,83.3%,83.3%,6.50,A-(3.80),N/A
"Stevens,LauraJeanne",EDS30-IntroductiontoTeachingMath(A),SP13,8,3,100.0%,100.0%,0.50,A(4.00),N/A
"Czworkowski,John",EDS31-IntroductntoTeachingScience(A),SP13,12,3,66.7%,100.0%,3.83,B+(3.33),N/A
"Chung,LuzMarina",EDS39-Prac/Sci&MathTeching/Learning(A),SP13,13,6,100.0%,100.0%,5.83,N/A,N/A
"WishardGuerra,AlisonG.",EDS115-CogDevelopment&Education(A),WI13,42,26,92.3%,100.0%,3.35,A-(3.85),A-(3.81)
"Velasquez,Patrick",EDS116-Psych/Teach&Struc/Information(A),WI13,31,14,92.9%,92.9%,3.42,A(4.00),N/A
"Pollock,Mica","EDS117-Language,Culture&Education(A)",WI13,36,22,86.4%,86.4%,4.14,A-(3.80),A-(3.93)
"Butler,ElizabethAnnette",EDS118-AdolescentDevlp&Education(B),WI13,41,20,100.0%,75.0%,5.76,B(3.20),B+(3.50)
"MunozSanchez,Alicia",EDS119-1st&2ndLangLrn:ChildtoAdol(A),WI13,28,11,90.9%,81.8%,4.70,B+(3.36),B-(2.86)
"Jones,Makeba",EDS126-SocialOrganization/Education(A),WI13,34,20,90.0%,95.0%,3.50,A-(3.75),B+(3.67)
"Bresser,BernardGeorge",EDS128A-Intro/Teaching&Learning(Elem)(A),WI13,33,23,100.0%,100.0%,6.76,A-(3.95),A-(3.93)
"Sewall,MarciaDeVore",EDS129B-Intro/Teach&Learn(Secondary)(B),WI13,36,29,93.1%,96.6%,4.29,A-(3.93),A-(3.92)
"Jones,Makeba",EDS130-Intro/AcadMent/ElemSchlStdn(A),WI13,48,24,100.0%,100.0%,5.80,A-(3.91),A-(3.85)
"Chung,LuzMarina",EDS136-Intro/AcadTut/SecondSchlStd(A),WI13,33,17,94.1%,100.0%,7.21,A-(3.79),A-(3.87)
"Whiteside,LindaSue",EDS137-Intro/Discipl/SpecificTeachng(A),WI13,8,8,100.0%,100.0%,6.00,A-(3.88),N/A
"Holtzman,CarenLynn",EDS137-Intro/Discipl/SpecificTeachng(B),WI13,10,3,100.0%,100.0%,3.17,B+(3.50),N/A
"Chung,LuzMarina",EDS140-IssuesinPreK-12Education(A),WI13,11,6,100.0%,100.0%,9.70,B(3.20),N/A
"Stevens,LauraJeanette",EDS30-IntroductiontoTeachingMath(A),WI13,7,3,100.0%,100.0%,1.83,A(4.00),N/A
"Chung,LuzMarina",EDS39-Prac/Sci&MathTeching/Learning(A),WI13,17,7,85.7%,85.7%,7.64,A(4.00),N/A
"Velasquez,Patrick",EDS116-Psych/Teach&Struc/Information(A),FA12,18,11,88.9%,100.0%,2.50,A(4.00),N/A
"Chung,LuzMarina","EDS117-Language,Culture&Education(A)",FA12,70,31,86.2%,93.1%,6.71,A-(3.76),B+(3.64)
"Allen,BobbieM","EDS125-Hist,Polic&Theory/BilingualEd(A)",FA12,48,32,90.3%,90.3%,4.50,A-(3.87),B+(3.62)
"Binder,Amy",EDS126-SocialOrganization/Education(A),FA12,42,19,100.0%,83.3%,5.91,B+(3.56),B-(2.76)
"Millstone,RachelDiana",EDS129A-Intro/Teach&Learn(Secondary)(A),FA12,32,17,100.0%,100.0%,7.44,A-(3.82),A-(3.77)
"Holtzman,CarenLynn",EDS130-Intro/AcadMent/ElemSchlStdn(A),FA12,49,41,97.5%,100.0%,6.71,A-(3.90),A-(3.88)
"WishardGuerra,AlisonG.",EDS131-Intro/EarlyChildhoodEducatn(A),FA12,26,13,100.0%,88.9%,9.17,A(4.00),B+(3.52)
"Jones,Makeba",EDS136-Intro/AcadTut/SecondSchlStd(A),FA12,21,12,100.0%,100.0%,6.50,A(4.00),A-(3.95)
